Contrast name:,Group (E)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],
,0.000000,1.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,1038,103,1.000000,0.833734,0.264281,3.154722,11.000000,0.004582,0.007455
2,1399,139,1.000000,0.907499,0.163358,5.555270,11.000000,0.000086,0.000810
3,4863,486,1.000000,0.393617,0.200310,1.965042,11.000000,0.037583,0.039793
4,5104,510,1.000000,0.641339,0.206271,3.109199,11.000000,0.004970,0.007455
5,888,88,1.000000,0.584617,0.235090,2.486775,11.000000,0.015104,0.016992
6,1015,101,1.000000,0.883680,0.244053,3.620858,11.000000,0.002010,0.004020
7,3526,352,1.000000,0.928891,0.246801,3.763722,11.000000,0.001567,0.004020
8,3381,338,1.000000,0.634469,0.207097,3.063637,11.000000,0.005391,0.007464
9,1858,185,1.000000,0.433693,0.118881,3.648117,11.000000,0.001917,0.004020
10,1770,177,1.000000,0.437483,0.152039,2.877451,11.000000,0.007520,0.009668
11,2147,214,1.000000,0.466310,0.118220,3.944421,11.000000,0.001147,0.003442
12,2371,237,1.000000,0.428573,0.102922,4.164064,11.000000,0.000789,0.002841
13,2447,244,1.000000,1.176024,0.212934,5.522958,11.000000,0.000090,0.000810
14,1345,134,1.000000,0.608696,0.186348,3.266438,11.000000,0.003756,0.006761
15,2065,206,1.000000,2.140259,0.439863,4.865739,11.000000,0.000249,0.001121
16,2222,222,1.000000,2.012434,0.400673,5.022639,11.000000,0.000194,0.001121
17,1615,161,1.000000,0.357991,0.205146,1.745056,11.000000,0.054405,0.054405
18,1958,195,1.000000,0.440320,0.174706,2.520352,11.000000,0.014229,0.016992
