subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset,para conditions
KAN_RHnonlit_01,1,12,1,nonjoke,In some marriages the bride is given away by the ,press,family ,In some marriages the bride is given away by the family .,,,6.009151936,1
KAN_RHnonlit_01,1,35,1,joke,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their",nuptials,careers,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their nuptials.",3,0.366620064,16.00815797,4
KAN_RHnonlit_01,1,99,1,joke,"He's never given a girl a present, but he did give a few a pretty good",reputation,surprise,"He's never given a girl a present, but he did give a few a pretty good reputation.",4,0.799914122,24.00728893,4
KAN_RHnonlit_01,1,145,1,joke,The only person who sticks closer to you in adversity than a friend is a,creditor,spouse,The only person who sticks closer to you in adversity than a friend is a creditor.,,,34.00627804,1
KAN_RHnonlit_01,1,65,1,joke,A good way to blow your mind is to smoke ,gunpowder,heroin,A good way to blow your mind is to smoke gunpowder.,3,0.316503048,44.00539494,4
KAN_RHnonlit_01,1,55,1,joke,His wife sued for divorce and asked for custody of the,cash,cat,His wife sued for divorce and asked for custody of the cash.,1,0.349948883,54.00439215,2
KAN_RHnonlit_01,1,25,1,joke,The only thing money can't buy is,poverty,generosity,The only thing money can't buy is poverty.,,,64.00335312,1
KAN_RHnonlit_01,1,47,1,joke,"Charged with statutory rape, he told the judge he didn't know she was a ",statue,teenager,"Charged with statutory rape, he told the judge he didn't know she was a statue.",3,0.88320303,72.00254512,4
KAN_RHnonlit_01,1,17,1,joke,A committee keeps minutes and takes,hours,votes,A committee keeps minutes and takes hours.,2,0.383243084,94.00037098,3
KAN_RHnonlit_01,1,112,1,nonjoke,The art museum just acquired an early Rembrandt; it's done in ,Crayola,charcoal,The art museum just acquired an early Rembrandt; it's done in charcoal.,1,0.666673183,104.016001,2
KAN_RHnonlit_01,1,50,1,nonjoke,The only time my father ever raised a hand to his children was in ,self- defense,discipline,The only time my father ever raised a hand to his children was in discipline.,1,0.949872017,114.0150471,2
KAN_RHnonlit_01,1,133,1,joke,He likes to make things around the house; this week it's the,maid,shelves,He likes to make things around the house; this week it's the maid.,2,0.833168983,122.0142632,3
KAN_RHnonlit_01,1,60,1,nonjoke,Another thing a small boy is constantly outgrowing is his,allowance,underwear,Another thing a small boy is constantly outgrowing is his underwear.,2,1.866433859,142.0122821,3
KAN_RHnonlit_01,1,14,1,nonjoke,He got a medal for bravery on the beach when he rescued a girl from a ,lifeguard,shipwreck,He got a medal for bravery on the beach when he rescued a girl from a shipwreck.,1,1.133255005,156.010838,2
KAN_RHnonlit_01,1,2,1,nonjoke,"She went on a fourteen day diet, but she only lost two",weeks,ounces,"She went on a fourteen day diet, but she only lost two ounces.",1,1.633090019,168.009726,2
KAN_RHnonlit_01,1,155,1,joke,The show had one act that was really offbeat: the,singer,clowns,The show had one act that was really offbeat: the singer.,2,1.549823999,180.0084481,3
KAN_RHnonlit_01,1,136,1,nonjoke,The only fishing through the ice that some men ever do is for the ,olive,trout,The only fishing through the ice that some men ever do is for the trout.,1,1.066567898,190.0074971,2
KAN_RHnonlit_01,1,67,1,joke,The most prevalent form of legalized gambling is,elections,betting,The most prevalent form of legalized gambling is elections.,3,0.999855042,198.006707,4
KAN_RHnonlit_01,1,4,1,nonjoke,I knew a streetwalker who was so exclusive she had an unlisted telephone,booth,line,I knew a streetwalker who was so exclusive she had an unlisted telephone line.,4,1.483263969,206.005831,4
KAN_RHnonlit_01,1,19,1,joke,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my",umbrella,pay,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my umbrella.",4,0.716542006,218.004714,4
KAN_RHnonlit_01,1,23,1,joke,The curse of heavy drinking is that afterwards you get a huge,bar tab,headache,The curse of heavy drinking is that afterwards you get a huge bar tab.,1,1.283195972,232.0033071,2
KAN_RHnonlit_01,1,45,1,joke,"She is so modest, she pulls down the shade to change her", mind,jacket,"She is so modest, she pulls down the shade to change her mind.",4,0.54980588,240.0025752,4
KAN_RHnonlit_01,1,64,1,nonjoke,The best way to stop an elephant from charging is to cut off its,credit,toes,The best way to stop an elephant from charging is to cut off its toes.,2,0.383274078,248.001771,3
KAN_RHnonlit_01,1,15,1,joke,"When John bought a bulldog, it was no time at all before he had that dog eating out of his",leg,fingers,"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.",,,256.0008891,1
KAN_RHnonlit_01,1,63,1,joke,"It's hard to raise a family nowadays, especially in the ",morning,country,"It's hard to raise a family nowadays, especially in the morning.",3,0.349863052,276.01565,4
