subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset,para conditions
KAN_RHnonlit_10,1,66,1,nonjoke,One good way to invest in the country is to buy a ,senator,business,One good way to invest in the country is to buy a business.,1,1.25553298,6.000479937,2
KAN_RHnonlit_10,1,104,1,nonjoke,Politicians who are as American as apple pie still want their,slice,rewards,Politicians who are as American as apple pie still want their rewards.,,,16.011235,1
KAN_RHnonlit_10,1,95,1,joke,He was teaching his girlfriend how to swim when the lifeguard made them move to the ,lake,shallows,He was teaching his girlfriend how to swim when the lifeguard made them move to the lake.,3,1.155175924,24.01313305,4
KAN_RHnonlit_10,1,120,1,nonjoke,Two things are essential for success: wealth and,money,fame,Two things are essential for success: wealth and fame.,4,0.736566067,34.00721598,4
KAN_RHnonlit_10,1,41,1,joke,His doctor recommended he stay flat on his back ever since he was hit by a ,steamroller,motorist,His doctor recommended he stay flat on his back ever since he was hit by a steamroller.,1,0.41855216,44.0012629,2
KAN_RHnonlit_10,1,106,1,nonjoke,"Every time I wear my spring coat in the rain, it damages the",springs,fabric,"Every time I wear my spring coat in the rain, it damages the fabric.",1,0.870543957,54.01200294,2
KAN_RHnonlit_10,1,128,1,nonjoke,"Figures don't lie, except on the",beaches,page,"Figures don't lie, except on the page.",4,0.619395971,64.00609994,4
KAN_RHnonlit_10,1,13,1,joke,A device for finding furniture in the dark is a ,shin,candle,A device for finding furniture in the dark is a shin.,4,0.937460899,72.00798798,4
KAN_RHnonlit_10,1,79,1,joke,She puts something behind her ears to attract men; lately she's been using her,ankles,vanilla,She puts something behind her ears to attract men; lately she's been using her ankles.,3,1.52329421,94.00502086,4
KAN_RHnonlit_10,1,94,1,nonjoke,"To get something done, a committee should consist of no more than three people, two of whom are",dead,workers,"To get something done, a committee should consist of no more than three people, two of whom are workers.",4,0.904015064,104.0156929,4
KAN_RHnonlit_10,1,114,1,nonjoke,It's extraordinary what fine poker hand you get when you're playing,bridge,stud,It's extraordinary what fine poker hand you get when you're playing stud.,1,0.602692842,114.0098031,2
KAN_RHnonlit_10,1,26,1,nonjoke,"To clothe one soldier, it takes the wool from two sheep and the hides from three",taxpayers,animals,"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",2,1.925266981,122.011657,3
KAN_RHnonlit_10,1,7,1,joke,A replacement player hit a home run with my,girl,ball,A replacement player hit a home run with my girl.,1,0.535633802,142.016602,2
KAN_RHnonlit_10,1,77,1,joke,He is at the age when all the numbers in his little black book belong to,doctors,friends,He is at the age when all the numbers in his little black book belong to doctors.,2,1.322591066,156.0115108,3
KAN_RHnonlit_10,1,121,1,joke,"Diamonds are produced by great pressure, usually provided by a ",girlfriend,piston,"Diamonds are produced by great pressure, usually provided by a girlfriend.",4,0.569184065,168.014478,4
KAN_RHnonlit_10,1,113,1,joke,Some people's only culture is,bacteria,radio,Some people's only culture is bacteria.,,,180.000674,1
KAN_RHnonlit_10,1,147,1,joke,"When we got divorced, my wife and I split the house; she got the",inside,kitchen,"When we got divorced, my wife and I split the house; she got the inside.",4,0.669566154,190.0114119,4
KAN_RHnonlit_10,1,4,1,nonjoke,I knew a streetwalker who was so exclusive she had an unlisted telephone,booth,line,I knew a streetwalker who was so exclusive she had an unlisted telephone line.,2,0.452016115,198.0132639,3
KAN_RHnonlit_10,1,141,1,joke,The only crop that is grown in America and harvested abroad is the American,tourist,tobacco,The only crop that is grown in America and harvested abroad is the American tourist.,2,1.406292915,206.015204,3
KAN_RHnonlit_10,1,88,1,nonjoke,The wind was so strong it blew out three,fuses,streetlights,The wind was so strong it blew out three streetlights.,1,0.585901976,218.0014589,2
KAN_RHnonlit_10,1,154,1,nonjoke,"This new computer works so quickly, it comes complete with",ulcers,games,"This new computer works so quickly, it comes complete with games.",2,0.535745144,232.0131619,3
KAN_RHnonlit_10,1,144,1,nonjoke,The difference between a dog and fox is about five,beers,degrees,The difference between a dog and fox is about five degrees.,1,1.155102968,240.015121,2
KAN_RHnonlit_10,1,59,1,joke,"Women don't dress to please men; if they did, they'd dress a lot",faster,scantier,"Women don't dress to please men; if they did, they'd dress a lot faster.",4,0.669538975,248.000334,4
KAN_RHnonlit_10,1,119,1,joke,"He told me he's not broke, just badly",bent,off,"He told me he's not broke, just badly bent.",1,0.619457006,256.0022171,2
KAN_RHnonlit_10,1,116,1,nonjoke,Autobiography is an unrivaled vehicle for telling the truth about,others,somebody,Autobiography is an unrivaled vehicle for telling the truth about somebody.,2,1.64064002,276.0070519,3
KAN_RHnonlit_10,1,31,1,joke,"He told her he wasn't himself, and she said she'd noticed the",improvement,problem,"He told her he wasn't himself, and she said she'd noticed the improvement.",3,0.937477112,284.0089669,4
KAN_RHnonlit_10,1,101,1,joke,"I got a car for my wife, and I thought it was a good",trade,choice,"I got a car for my wife, and I thought it was a good trade.",4,0.937514067,294.0029969,4
KAN_RHnonlit_10,1,14,1,nonjoke,He got a medal for bravery on the beach when he rescued a girl from a ,lifeguard,shipwreck,He got a medal for bravery on the beach when he rescued a girl from a shipwreck.,1,1.17185688,316.01665,2
KAN_RHnonlit_10,1,85,1,joke,"Frequent naps prevent old age, especially when taken while",driving,relaxed,"Frequent naps prevent old age, especially when taken while driving.",,,328.0028698,1
KAN_RHnonlit_10,1,56,1,nonjoke,"When you own an ice cream business, your favorite flavor is",aspirin,everything,"When you own an ice cream business, your favorite flavor is everything.",3,1.054723024,338.013613,4
KAN_RHnonlit_10,1,105,1,joke,The book that tells you where you can go on vacation is called a,checkbook,guidebook,The book that tells you where you can go on vacation is called a checkbook.,3,1.054625034,348.0076869,4
KAN_RHnonlit_10,1,138,1,nonjoke,Modern science is amazing: garbage is now being made into,movies,gasoline,Modern science is amazing: garbage is now being made into gasoline.,2,1.037884951,360.0105779,3
KAN_RHnonlit_10,1,49,1,joke,One person who sure makes a long story short is my,editor,aunt,One person who sure makes a long story short is my editor.,3,0.686328173,370.0046089,4
KAN_RHnonlit_10,1,3,1,joke,A thoughtful wife has pork chops ready when her husband comes home from,fishing,working,A thoughtful wife has pork chops ready when her husband comes home from fishing.,1,1.021140099,380.0154328,2
KAN_RHnonlit_10,1,143,1,joke,Most of the people running for office are not politicians; they're,commuters,candidates,Most of the people running for office are not politicians; they're commuters.,4,1.774451971,392.0016201,4
KAN_RHnonlit_10,1,137,1,joke,A man who has lost ninety percent of his brain is called a,widower,zombie,A man who has lost ninety percent of his brain is called a widower.,3,0.535779953,400.003463,4
KAN_RHnonlit_10,1,156,1,nonjoke,The only ones who want me for my body are,mosquitos,losers,The only ones who want me for my body are losers.,1,0.669629097,408.0054009,2
KAN_RHnonlit_10,1,132,1,nonjoke,The last time a guy in a mask took all my money I was in,surgery,shock,The last time a guy in a mask took all my money I was in shock.,1,1.623801947,424.009305,2
KAN_RHnonlit_10,1,50,1,nonjoke,The only time my father ever raised a hand to his children was in ,self- defense,discipline,The only time my father ever raised a hand to his children was in discipline.,1,1.071392059,438.004293,2
KAN_RHnonlit_10,1,47,1,joke,"Charged with statutory rape, he told the judge he didn't know she was a ",statue,teenager,"Charged with statutory rape, he told the judge he didn't know she was a statue.",2,0.853816986,450.0072339,3
KAN_RHnonlit_10,1,2,1,nonjoke,"She went on a fourteen day diet, but she only lost two",weeks,ounces,"She went on a fourteen day diet, but she only lost two ounces.",1,0.703070879,458.009129,2
KAN_RHnonlit_10,1,11,1,joke,"He owns stock in a company that pays quarterly dividends, so every three months they send him a",quarter,statement,"He owns stock in a company that pays quarterly dividends, so every three months they send him a quarter.",,,466.01107,1
KAN_RHnonlit_10,1,10,1,nonjoke,Nothing in the known universe travels faster than,gossip,radiation,Nothing in the known universe travels faster than radiation.,1,0.518936157,474.0130649,2
KAN_RHnonlit_10,1,42,1,nonjoke,The best way to keep the milk from turning sour is to keep it in the,cow,cold,The best way to keep the milk from turning sour is to keep it in the cold.,1,0.954246998,484.0070291,2
KAN_RHnonlit_10,1,129,1,joke,The perfect companion to a vegetarian dinner is a ,steak,salad,The perfect companion to a vegetarian dinner is a steak.,3,0.552417994,492.0089641,4
KAN_RHnonlit_10,1,133,1,joke,He likes to make things around the house; this week it's the,maid,shelves,He likes to make things around the house; this week it's the maid.,1,1.238729,504.011919,2
KAN_RHnonlit_10,1,74,1,nonjoke,He's planning an extended vacation; he hopes to spend three weeks on his,couch,sailboat,He's planning an extended vacation; he hopes to spend three weeks on his sailboat.,1,1.171873093,512.013773,2
KAN_RHnonlit_10,1,68,1,nonjoke,She always told girls not to look for a husband but just to date,bachelors,someone,She always told girls not to look for a husband but just to date someone.,1,0.602678061,522.0078659,2
KAN_RHnonlit_10,1,80,1,nonjoke,He says he doesn't like to drink because it makes him feel,happy,sad,He says he doesn't like to drink because it makes him feel sad.,1,0.6360991,532.0019059,2
KAN_RHnonlit_10,1,54,1,nonjoke,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little,finding,sightseeing,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,,,540.003824,1
KAN_RHnonlit_10,1,9,1,joke,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a ",dress,name,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress.",3,0.502181053,550.0146539,4
KAN_RHnonlit_10,1,45,1,joke,"She is so modest, she pulls down the shade to change her", mind,jacket,"She is so modest, she pulls down the shade to change her mind.",1,1.40625,560.008672,2
