subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset,para conditions
KAN_RHnonlit_01,3,58,1,nonjoke,The woman who has her husband eating out of her hand must save a lot of,dishwashing,heartbreak,The woman who has her husband eating out of her hand must save a lot of heartbreak.,2,1.383127213,6.007459879,3
KAN_RHnonlit_01,3,92,1,nonjoke,"When I asked the bartender for something cold and full of rum, he recommended his",wife,daiquiri,"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",1,0.533284187,14.00658989,2
KAN_RHnonlit_01,3,121,1,joke,"Diamonds are produced by great pressure, usually provided by a ",girlfriend,piston,"Diamonds are produced by great pressure, usually provided by a girlfriend.",3,0.299952984,24.00560498,4
KAN_RHnonlit_01,3,111,1,joke,"Some husbands are good providers, but only if you count",children,salary,"Some husbands are good providers, but only if you count children.",3,0.649848223,32.00485086,4
KAN_RHnonlit_01,3,68,1,nonjoke,She always told girls not to look for a husband but just to date,bachelors,someone,She always told girls not to look for a husband but just to date someone.,1,0.516616106,40.0040009,2
KAN_RHnonlit_01,3,8,1,nonjoke,Last Thanksgiving my wife spent all morning in the kitchen stuffing the,kids,bird,Last Thanksgiving my wife spent all morning in the kitchen stuffing the bird.,2,0.300003052,48.003227,3
KAN_RHnonlit_01,3,122,1,nonjoke,"If you're filthy rich, sending your kids to college is a wonderful", cleaner,luxury,"If you're filthy rich, sending your kids to college is a wonderful luxury.",2,1.366441011,58.00229406,3
KAN_RHnonlit_01,3,151,1,joke,One good turn gets most of the,blanket,profit,One good turn gets most of the blanket.,1,0.616564989,68.00127506,2
KAN_RHnonlit_01,3,125,1,joke,I know one couple who got divorced and had to leave the house to the,attorney,daughter,I know one couple who got divorced and had to leave the house to the attorney.,2,0.766661167,78.00025392,3
KAN_RHnonlit_01,3,142,1,nonjoke,She's happy because she finally has a boyfriend who gets along with her,fianc_,father,She's happy because she finally has a boyfriend who gets along with her father.,1,0.300015926,88.01590204,2
KAN_RHnonlit_01,3,77,1,joke,He is at the age when all the numbers in his little black book belong to,doctors,friends,He is at the age when all the numbers in his little black book belong to doctors.,2,0.416618109,96.01514888,3
KAN_RHnonlit_01,3,128,1,nonjoke,"Figures don't lie, except on the",beaches,page,"Figures don't lie, except on the page.",3,0.983242989,106.0141981,4
KAN_RHnonlit_01,3,46,1,nonjoke,Arguments between couples are healthy; sometimes they even prevent,marriage,breakups,Arguments between couples are healthy; sometimes they even prevent breakups.,1,0.316690922,114.013315,2
KAN_RHnonlit_01,3,44,1,nonjoke,The only place where you can find people who spend all their time minding their own business is the ,cemetery,bank,The only place where you can find people who spend all their time minding their own business is the bank.,2,1.216526985,128.01197,3
KAN_RHnonlit_01,3,22,1,nonjoke,Our son brought home a note from school saying they need a written excuse for his,presence,tardiness,Our son brought home a note from school saying they need a written excuse for his tardiness.,1,0.449954987,144.0104229,2
KAN_RHnonlit_01,3,100,1,nonjoke,"I hope this train stops at Grand Central because if it doesn't, there will be a ",crash,delay,"I hope this train stops at Grand Central because if it doesn't, there will be a delay.",1,0.766572952,152.009587,2
KAN_RHnonlit_01,3,146,1,nonjoke,"Love has its benefits, and they are usually called",alimony,memories,"Love has its benefits, and they are usually called memories.",2,0.433212042,160.008847,3
KAN_RHnonlit_01,3,106,1,nonjoke,"Every time I wear my spring coat in the rain, it damages the",springs,fabric,"Every time I wear my spring coat in the rain, it damages the fabric.",1,0.349962234,174.0073779,2
KAN_RHnonlit_01,3,27,1,joke,"Once a week they hold a bingo game, and all the proceeds go to fight",gambling,disease,"Once a week they hold a bingo game, and all the proceeds go to fight gambling.",3,0.333301067,182.0065849,4
KAN_RHnonlit_01,3,134,1,nonjoke,My church welcomes all denominations but prefers,twenties,Mormons,My church welcomes all denominations but prefers Mormons.,1,0.966555119,190.0058379,2
KAN_RHnonlit_01,3,29,1,joke,My doctor has never violated his oath: the oath he took years ago to become a,millionaire,practitioner,My doctor has never violated his oath: the oath he took years ago to become a millionaire.,3,0.466566086,200.004884,4
KAN_RHnonlit_01,3,103,1,joke,"I still miss my ex-wife, but I am improving my",aim,ego,"I still miss my ex-wife, but I am improving my aim.",4,0.466687918,208.003994,4
KAN_RHnonlit_01,3,57,1,joke,"Congress taxes our income, our property, and our",patience,purchases,"Congress taxes our income, our property, and our patience.",2,0.33329916,220.0028319,3
KAN_RHnonlit_01,3,40,1,nonjoke,No patient should leave the hospital until he's strong enough to face the,cashier,outside,No patient should leave the hospital until he's strong enough to face the outside.,1,0.383322954,228.002012,2
KAN_RHnonlit_01,3,59,1,joke,"Women don't dress to please men; if they did, they'd dress a lot",faster,scantier,"Women don't dress to please men; if they did, they'd dress a lot faster.",3,0.366603136,240.000886,4
KAN_RHnonlit_01,3,21,1,joke,"She told him he looked like a million, and she meant every",century,syllable,"She told him he looked like a million, and she meant every century.",3,1.183290958,250.01653,4
KAN_RHnonlit_01,3,16,1,nonjoke,Many a man's idea of a vacation is to rest quietly in the shade of a ,blonde,palm,Many a man's idea of a vacation is to rest quietly in the shade of a palm.,1,0.516602039,264.015094,2
KAN_RHnonlit_01,3,88,1,nonjoke,The wind was so strong it blew out three,fuses,streetlights,The wind was so strong it blew out three streetlights.,1,0.333395004,274.014127,2
KAN_RHnonlit_01,3,71,1,joke,Save the whales; start a,collection,coalition,Save the whales; start a collection.,3,0.283281088,282.0134189,4
KAN_RHnonlit_01,3,104,1,nonjoke,Politicians who are as American as apple pie still want their,slice,rewards,Politicians who are as American as apple pie still want their rewards.,1,0.449889898,312.0104101,2
KAN_RHnonlit_01,3,70,1,nonjoke,The best gift for the man who has everything is,penicillin,neckties,The best gift for the man who has everything is neckties.,1,0.333309889,320.009655,2
KAN_RHnonlit_01,3,129,1,joke,The perfect companion to a vegetarian dinner is a ,steak,salad,The perfect companion to a vegetarian dinner is a steak.,2,0.499982834,328.0087581,3
KAN_RHnonlit_01,3,149,1,joke,"She asked what state he was born in, and he said in the ",nude,East,"She asked what state he was born in, and he said in the nude.",3,0.516517878,338.007858,4
KAN_RHnonlit_01,3,76,1,nonjoke,"Parents support clubs for teenagers, especially when they lack other forms of",punishment,diversion,"Parents support clubs for teenagers, especially when they lack other forms of diversion.",1,0.449897051,356.006084,2
KAN_RHnonlit_01,3,139,1,joke,They redecorated the bar with new,drunks,wood,They redecorated the bar with new drunks.,2,0.516612053,370.0046389,3
KAN_RHnonlit_01,3,37,1,joke,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the",bathtub,admission,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",3,0.849818945,378.003896,4
KAN_RHnonlit_01,3,101,1,joke,"I got a car for my wife, and I thought it was a good",trade,choice,"I got a car for my wife, and I thought it was a good trade.",3,0.299892902,392.0025301,4
KAN_RHnonlit_01,3,126,1,nonjoke,My husband took the money we were saving to buy a new car and blew it all at the,laundry,tables,My husband took the money we were saving to buy a new car and blew it all at the tables.,1,0.483258009,404.0013239,2
KAN_RHnonlit_01,3,102,1,nonjoke,We live in a lovely suburb; it's just two miles beyond our,income,town,We live in a lovely suburb; it's just two miles beyond our town.,2,1.849822044,416.0000889,3
KAN_RHnonlit_01,3,119,1,joke,"He told me he's not broke, just badly",bent,off,"He told me he's not broke, just badly bent.",1,0.600035906,428.015511,2
KAN_RHnonlit_01,3,94,1,nonjoke,"To get something done, a committee should consist of no more than three people, two of whom are",dead,workers,"To get something done, a committee should consist of no more than three people, two of whom are workers.",2,1.366616011,440.014364,3
KAN_RHnonlit_01,3,33,1,joke,Some people think courtship is the first in a series of steps leading to ,divorce,romance,Some people think courtship is the first in a series of steps leading to divorce.,1,0.366648912,448.013608,2
KAN_RHnonlit_01,3,152,1,nonjoke,"Many things run in families, especially",noses,strength,"Many things run in families, especially strength.",1,0.63330102,456.012815,2
KAN_RHnonlit_01,3,66,1,nonjoke,One good way to invest in the country is to buy a ,senator,business,One good way to invest in the country is to buy a business.,1,0.71645093,466.0118921,2
KAN_RHnonlit_01,3,81,1,joke,Another thing that has developed by leaps and bounds is modern,dance,science,Another thing that has developed by leaps and bounds is modern dance.,2,0.599879026,474.0110741,3
KAN_RHnonlit_01,3,62,1,nonjoke,"I can walk on water, but I stagger on ",alcohol,concrete,"I can walk on water, but I stagger on concrete.",2,0.366614103,484.0100739,3
KAN_RHnonlit_01,3,11,1,joke,"He owns stock in a company that pays quarterly dividends, so every three months they send him a",quarter,statement,"He owns stock in a company that pays quarterly dividends, so every three months they send him a quarter.",3,0.333277941,514.00703,4
KAN_RHnonlit_01,3,49,1,joke,One person who sure makes a long story short is my,editor,aunt,One person who sure makes a long story short is my editor.,2,1.11647296,522.0063059,3
KAN_RHnonlit_01,3,97,1,joke,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the",dressmaker,mistress,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",4,0.816570997,532.0053301,4
KAN_RHnonlit_01,3,98,1,nonjoke,"Nature has three ways of thinning the herd: drought, famine, and ",primaries,hunting,"Nature has three ways of thinning the herd: drought, famine, and hunting.",1,0.616646051,540.0044839,2
KAN_RHnonlit_01,3,9,1,joke,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a ",dress,name,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress.",2,1.816393852,550.00354,3
KAN_RHnonlit_01,3,52,1,nonjoke,My wife did natural childbirth: no,makeup,anesthetic,My wife did natural childbirth: no anesthetic.,1,0.333347082,568.001698,2
