subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset,para conditions
KAN_RHnonlit_08,2,73,1,joke,One thing that makes the world go round is,detours,greed,One thing that makes the world go round is detours.,2,1.222094059,6.002423763,3
KAN_RHnonlit_08,2,150,1,nonjoke,One way to keep pornography away from teenagers is to put it in a,textbook,cabinet,One way to keep pornography away from teenagers is to put it in a cabinet.,1,0.903962851,14.00440598,2
KAN_RHnonlit_08,2,133,1,joke,He likes to make things around the house; this week it's the,maid,shelves,He likes to make things around the house; this week it's the maid.,2,0.585950851,26.00722098,3
KAN_RHnonlit_08,2,11,1,joke,"He owns stock in a company that pays quarterly dividends, so every three months they send him a",quarter,statement,"He owns stock in a company that pays quarterly dividends, so every three months they send him a quarter.",2,0.820212126,38.01015878,3
KAN_RHnonlit_08,2,80,1,nonjoke,He says he doesn't like to drink because it makes him feel,happy,sad,He says he doesn't like to drink because it makes him feel sad.,1,0.468793869,46.01202798,2
KAN_RHnonlit_08,2,45,1,joke,"She is so modest, she pulls down the shade to change her", mind,jacket,"She is so modest, she pulls down the shade to change her mind.",3,0.518940926,56.00619698,4
KAN_RHnonlit_08,2,109,1,joke,Many a freshman helps the college of his choice by becoming a ,dropout,member,Many a freshman helps the college of his choice by becoming a dropout.,1,1.523324966,68.00909281,2
KAN_RHnonlit_08,2,137,1,joke,A man who has lost ninety percent of his brain is called a,widower,zombie,A man who has lost ninety percent of his brain is called a widower.,2,0.384983063,76.01096082,3
KAN_RHnonlit_08,2,106,1,nonjoke,"Every time I wear my spring coat in the rain, it damages the",springs,fabric,"Every time I wear my spring coat in the rain, it damages the fabric.",1,0.58604908,84.01283789,2
KAN_RHnonlit_08,2,154,1,nonjoke,"This new computer works so quickly, it comes complete with",ulcers,games,"This new computer works so quickly, it comes complete with games.",1,0.43524313,94.00690484,2
KAN_RHnonlit_08,2,3,1,joke,A thoughtful wife has pork chops ready when her husband comes home from,fishing,working,A thoughtful wife has pork chops ready when her husband comes home from fishing.,1,0.870496035,102.0088868,2
KAN_RHnonlit_08,2,34,1,nonjoke,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough",room,change,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough change.",1,0.937438011,112.0029099,2
