subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset,para conditions
KAN_RHnonlit_03,3,32,1,nonjoke,"Though most people think it's Rome, the world's most beloved capital is actually",dollars,Vienna,"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",,,6.009898901,1
KAN_RHnonlit_03,3,152,1,nonjoke,"Many things run in families, especially",noses,strength,"Many things run in families, especially strength.",2,1.766521931,16.008883,3
KAN_RHnonlit_03,3,13,1,joke,A device for finding furniture in the dark is a ,shin,candle,A device for finding furniture in the dark is a shin.,4,0.616494894,24.00811505,4
KAN_RHnonlit_03,3,52,1,nonjoke,My wife did natural childbirth: no,makeup,anesthetic,My wife did natural childbirth: no anesthetic.,1,1.116580963,34.00704312,2
KAN_RHnonlit_03,3,155,1,joke,The show had one act that was really offbeat: the,singer,clowns,The show had one act that was really offbeat: the singer.,3,0.6831882,44.0061059,4
KAN_RHnonlit_03,3,90,1,nonjoke,A vacation is the shortest distance between two,paychecks,locations,A vacation is the shortest distance between two locations.,2,1.883167982,54.00505304,3
KAN_RHnonlit_03,3,65,1,joke,A good way to blow your mind is to smoke ,gunpowder,heroin,A good way to blow your mind is to smoke gunpowder.,2,0.566610098,64.0040369,3
KAN_RHnonlit_03,3,126,1,nonjoke,My husband took the money we were saving to buy a new car and blew it all at the,laundry,tables,My husband took the money we were saving to buy a new car and blew it all at the tables.,1,0.749953032,72.00330901,2
KAN_RHnonlit_03,3,127,1,joke,The penalty for dishonesty is the disgrace of dying,rich,unloved,The penalty for dishonesty is the disgrace of dying rich.,2,1.349931955,94.00104308,3
KAN_RHnonlit_03,3,105,1,joke,The book that tells you where you can go on vacation is called a,checkbook,guidebook,The book that tells you where you can go on vacation is called a checkbook.,4,0.500027895,104.0000541,4
KAN_RHnonlit_03,3,93,1,joke,"He is probably the best boxer in the country, but he always loses in the ",city,competition,"He is probably the best boxer in the country, but he always loses in the city.",3,0.466519833,114.0158191,4
KAN_RHnonlit_03,3,140,1,nonjoke,You can keep your kids in hot water with ,dishes,rules,You can keep your kids in hot water with rules.,2,0.416671038,122.014941,3
KAN_RHnonlit_03,3,117,1,joke,"All roads lead to Rome, and all detours lead to",profanity,somewhere,"All roads lead to Rome, and all detours lead to profanity.",2,1.716439009,142.012985,3
KAN_RHnonlit_03,3,86,1,nonjoke,"I asked the florist what I should give to my girlfriend, and he suggested his",address,tulips,"I asked the florist what I should give to my girlfriend, and he suggested his tulips.",,,156.011543,1
KAN_RHnonlit_03,3,94,1,nonjoke,"To get something done, a committee should consist of no more than three people, two of whom are",dead,workers,"To get something done, a committee should consist of no more than three people, two of whom are workers.",2,1.433104038,168.0104411,3
KAN_RHnonlit_03,3,137,1,joke,A man who has lost ninety percent of his brain is called a,widower,zombie,A man who has lost ninety percent of his brain is called a widower.,1,0.350035906,180.0091691,2
KAN_RHnonlit_03,3,33,1,joke,Some people think courtship is the first in a series of steps leading to ,divorce,romance,Some people think courtship is the first in a series of steps leading to divorce.,3,0.433273077,190.0081789,4
KAN_RHnonlit_03,3,83,1,joke,Nothing ages a woman faster than,identification,hardship,Nothing ages a woman faster than identification.,1,0.983223915,198.0074341,2
KAN_RHnonlit_03,3,79,1,joke,She puts something behind her ears to attract men; lately she's been using her,ankles,vanilla,She puts something behind her ears to attract men; lately she's been using her ankles.,3,0.56656599,206.0066509,4
KAN_RHnonlit_03,3,116,1,nonjoke,Autobiography is an unrivaled vehicle for telling the truth about,others,somebody,Autobiography is an unrivaled vehicle for telling the truth about somebody.,3,1.116495848,218.0054581,4
KAN_RHnonlit_03,3,145,1,joke,The only person who sticks closer to you in adversity than a friend is a,creditor,spouse,The only person who sticks closer to you in adversity than a friend is a creditor.,4,0.516680002,232.0039959,4
KAN_RHnonlit_03,3,6,1,nonjoke,Sunday is the day we bow our heads and,putt,rest,Sunday is the day we bow our heads and rest.,3,1.266498089,240.003217,4
