subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset
KAN_RHnonlit_02,1,23,2,nonjoke,The curse of heavy drinking is that afterwards you get a huge,bar tab,headache,The curse of heavy drinking is that afterwards you get a huge headache.,1,1.316498041152954,6.008819103240967
KAN_RHnonlit_02,1,150,2,joke,One way to keep pornography away from teenagers is to put it in a,textbook,cabinet,One way to keep pornography away from teenagers is to put it in a textbook.,2,1.3832809925079346,16.007801055908203
KAN_RHnonlit_02,1,152,2,joke,"Many things run in families, especially",noses,strength,"Many things run in families, especially noses.",2,1.3832058906555176,24.007073163986206
KAN_RHnonlit_02,1,113,2,nonjoke,Some people's only culture is,bacteria,radio,Some people's only culture is radio.,1,1.0331809520721436,34.006098985672
KAN_RHnonlit_02,1,52,2,joke,My wife did natural childbirth: no,makeup,anesthetic,My wife did natural childbirth: no makeup.,2,1.149914026260376,44.005025148391724
KAN_RHnonlit_02,1,102,2,joke,We live in a lovely suburb; it's just two miles beyond our,income,town,We live in a lovely suburb; it's just two miles beyond our income.,2,0.49990296363830566,54.00412201881409
KAN_RHnonlit_02,1,24,2,joke,"Where I'm from, the two most common elements are hydrogen and ",stupidity,nitrogen,"Where I'm from, the two most common elements are hydrogen and stupidity.",2,1.5164151191711426,64.00312304496765
KAN_RHnonlit_02,1,29,2,nonjoke,My doctor has never violated his oath: the oath he took years ago to become a,millionaire,practitioner,My doctor has never violated his oath: the oath he took years ago to become a practitioner.,2,1.5165390968322754,72.00224494934082
KAN_RHnonlit_02,1,97,2,nonjoke,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the",dressmaker,mistress,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the mistress.",2,1.7331831455230713,94.00010395050049
KAN_RHnonlit_02,1,58,2,joke,The woman who has her husband eating out of her hand must save a lot of,dishwashing,heartbreak,The woman who has her husband eating out of her hand must save a lot of dishwashing.,3,0.983241081237793,104.01584196090698
KAN_RHnonlit_02,1,41,2,nonjoke,His doctor recommended he stay flat on his back ever since he was hit by a ,steamroller,motorist,His doctor recommended he stay flat on his back ever since he was hit by a motorist.,1,0.6999258995056152,114.01485204696655
KAN_RHnonlit_02,1,21,2,nonjoke,"She told him he looked like a million, and she meant every",century,syllable,"She told him he looked like a million, and she meant every syllable.",,,122.01401209831238
KAN_RHnonlit_02,1,65,2,nonjoke,A good way to blow your mind is to smoke ,gunpowder,heroin,A good way to blow your mind is to smoke heroin.,2,0.3666341304779053,142.01202702522278
KAN_RHnonlit_02,1,147,2,nonjoke,"When we got divorced, my wife and I split the house; she got the",inside,kitchen,"When we got divorced, my wife and I split the house; she got the kitchen.",2,0.7498898506164551,156.01060509681702
KAN_RHnonlit_02,1,63,2,nonjoke,"It's hard to raise a family nowadays, especially in the ",morning,country,"It's hard to raise a family nowadays, especially in the country.",1,0.9165041446685791,168.0094599723816
KAN_RHnonlit_02,1,105,2,nonjoke,The book that tells you where you can go on vacation is called a,checkbook,guidebook,The book that tells you where you can go on vacation is called a guidebook.,1,1.0831360816955566,180.00829100608826
KAN_RHnonlit_02,1,64,2,joke,The best way to stop an elephant from charging is to cut off its,credit,toes,The best way to stop an elephant from charging is to cut off its credit.,,,190.00723600387573
KAN_RHnonlit_02,1,74,2,joke,He's planning an extended vacation; he hopes to spend three weeks on his,couch,sailboat,He's planning an extended vacation; he hopes to spend three weeks on his couch.,2,1.8664870262145996,198.00641798973083
KAN_RHnonlit_02,1,20,2,joke,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a",balloon,truck,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a balloon.",4,1.4498300552368164,206.0057020187378
KAN_RHnonlit_02,1,55,2,nonjoke,His wife sued for divorce and asked for custody of the,cash,cat,His wife sued for divorce and asked for custody of the cat.,1,0.9831669330596924,218.0045120716095
KAN_RHnonlit_02,1,16,2,joke,Many a man's idea of a vacation is to rest quietly in the shade of a ,blonde,palm,Many a man's idea of a vacation is to rest quietly in the shade of a blonde.,1,1.566514015197754,232.00307607650757
KAN_RHnonlit_02,1,56,2,joke,"When you own an ice cream business, your favorite flavor is",aspirin,everything,"When you own an ice cream business, your favorite flavor is aspirin.",2,1.233185052871704,240.00231003761292
KAN_RHnonlit_02,1,140,2,joke,You can keep your kids in hot water with ,dishes,rules,You can keep your kids in hot water with dishes.,1,1.9331481456756592,248.0015230178833
KAN_RHnonlit_02,1,69,2,nonjoke,"When an irresistible force meets an immovable object, you get two very angry",women,entities,"When an irresistible force meets an immovable object, you get two very angry entities.",3,1.7997469902038574,256.0007300376892
KAN_RHnonlit_02,1,18,2,joke,"When we watch a sexy movie, my wife leans over and breathes on my",glasses,collar,"When we watch a sexy movie, my wife leans over and breathes on my glasses.",4,0.89994215965271,276.01535201072693
KAN_RHnonlit_02,1,6,2,joke,Sunday is the day we bow our heads and,putt,rest,Sunday is the day we bow our heads and putt.,2,0.35005903244018555,284.01455307006836
KAN_RHnonlit_02,1,142,2,joke,She's happy because she finally has a boyfriend who gets along with her,fianc_,father,She's happy because she finally has a boyfriend who gets along with her fianc_.,,,294.01357793807983
