subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset
KAN_RHnonlit_02,2,141,1,joke,The only crop that is grown in America and harvested abroad is the American,tourist,tobacco,The only crop that is grown in America and harvested abroad is the American tourist.,2,1.0498619079589844,6.01001501083374
KAN_RHnonlit_02,2,1,1,joke,"When I asked how long he should cook the noodles, I said at least ten",inches,seconds,"When I asked how long he should cook the noodles, I said at least ten inches.",3,1.199972152709961,14.009153842926025
KAN_RHnonlit_02,2,112,1,nonjoke,The art museum just acquired an early Rembrandt; it's done in ,Crayola,charcoal,The art museum just acquired an early Rembrandt; it's done in charcoal.,1,0.7166099548339844,24.008245944976807
KAN_RHnonlit_02,2,57,1,joke,"Congress taxes our income, our property, and our",patience,purchases,"Congress taxes our income, our property, and our patience.",2,0.6665120124816895,32.00744295120239
KAN_RHnonlit_02,2,44,1,nonjoke,The only place where you can find people who spend all their time minding their own business is the ,cemetery,bank,The only place where you can find people who spend all their time minding their own business is the bank.,1,0.5998499393463135,40.006651878356934
KAN_RHnonlit_02,2,87,1,joke,"It's always nicer to give than to receive, especially when its your",opinion,parents,"It's always nicer to give than to receive, especially when its your opinion.",3,0.4665811061859131,48.005828857421875
KAN_RHnonlit_02,2,148,1,nonjoke,The best bargain I ever got was when I went to a family garage sale and bought a ,grandma,toaster,The best bargain I ever got was when I went to a family garage sale and bought a toaster.,2,1.4165220260620117,58.00479984283447
KAN_RHnonlit_02,2,110,1,nonjoke,It's not hard to meet expenses; they're ,everywhere,affordable,It's not hard to meet expenses; they're affordable.,1,1.449875831604004,68.00389099121094
KAN_RHnonlit_02,2,55,1,joke,His wife sued for divorce and asked for custody of the,cash,cat,His wife sued for divorce and asked for custody of the cash.,4,0.34996604919433594,78.00284695625305
KAN_RHnonlit_02,2,97,1,joke,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the",dressmaker,mistress,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",3,1.0832350254058838,88.00187492370605
KAN_RHnonlit_02,2,142,1,nonjoke,She's happy because she finally has a boyfriend who gets along with her,fianc_,father,She's happy because she finally has a boyfriend who gets along with her father.,2,1.033128023147583,96.00112700462341
KAN_RHnonlit_02,2,11,1,joke,"He owns stock in a company that pays quarterly dividends, so every three months they send him a",quarter,statement,"He owns stock in a company that pays quarterly dividends, so every three months they send him a quarter.",4,0.39989686012268066,106.00011801719666
KAN_RHnonlit_02,2,77,1,joke,He is at the age when all the numbers in his little black book belong to,doctors,friends,He is at the age when all the numbers in his little black book belong to doctors.,,,114.01593589782715
KAN_RHnonlit_02,2,89,1,joke,"Some babies are born to rule, while others are",male,weak,"Some babies are born to rule, while others are male.",3,0.4666709899902344,128.01450300216675
KAN_RHnonlit_02,2,39,1,joke,The best way to remove coffee stains from a white blouse is with,scissors,detergent,The best way to remove coffee stains from a white blouse is with scissors.,3,0.4499361515045166,144.01303887367249
KAN_RHnonlit_02,2,80,1,nonjoke,He says he doesn't like to drink because it makes him feel,happy,sad,He says he doesn't like to drink because it makes him feel sad.,1,0.6332290172576904,152.01223587989807
KAN_RHnonlit_02,2,30,1,nonjoke,Nothing you put in a banana split is as potentially fattening as the,spoon,syrup,Nothing you put in a banana split is as potentially fattening as the syrup.,1,0.8332371711730957,160.0113718509674
KAN_RHnonlit_02,2,27,1,joke,"Once a week they hold a bingo game, and all the proceeds go to fight",gambling,disease,"Once a week they hold a bingo game, and all the proceeds go to fight gambling.",4,0.48325300216674805,174.01007890701294
KAN_RHnonlit_02,2,4,1,nonjoke,I knew a streetwalker who was so exclusive she had an unlisted telephone,booth,line,I knew a streetwalker who was so exclusive she had an unlisted telephone line.,1,0.7165868282318115,182.0091860294342
KAN_RHnonlit_02,2,8,1,nonjoke,Last Thanksgiving my wife spent all morning in the kitchen stuffing the,kids,bird,Last Thanksgiving my wife spent all morning in the kitchen stuffing the bird.,2,0.7998831272125244,190.00844383239746
KAN_RHnonlit_02,2,134,1,nonjoke,My church welcomes all denominations but prefers,twenties,Mormons,My church welcomes all denominations but prefers Mormons.,3,0.40000104904174805,200.00743794441223
KAN_RHnonlit_02,2,25,1,joke,The only thing money can't buy is,poverty,generosity,The only thing money can't buy is poverty.,4,0.41677308082580566,208.00657391548157
KAN_RHnonlit_02,2,70,1,nonjoke,The best gift for the man who has everything is,penicillin,neckties,The best gift for the man who has everything is neckties.,3,0.46669602394104004,220.00542783737183
KAN_RHnonlit_02,2,100,1,nonjoke,"I hope this train stops at Grand Central because if it doesn't, there will be a ",crash,delay,"I hope this train stops at Grand Central because if it doesn't, there will be a delay.",2,1.4164891242980957,228.0046968460083
KAN_RHnonlit_02,2,76,1,nonjoke,"Parents support clubs for teenagers, especially when they lack other forms of",punishment,diversion,"Parents support clubs for teenagers, especially when they lack other forms of diversion.",1,1.2499148845672607,240.00343799591064
KAN_RHnonlit_02,2,50,1,nonjoke,The only time my father ever raised a hand to his children was in ,self- defense,discipline,The only time my father ever raised a hand to his children was in discipline.,1,0.849869966506958,250.00250697135925
KAN_RHnonlit_02,2,123,1,joke,Too many girls believe that the chief foundation for true love is a large,stone,fortune,Too many girls believe that the chief foundation for true love is a large stone.,1,1.5831818580627441,264.00109696388245
KAN_RHnonlit_02,2,45,1,joke,"She is so modest, she pulls down the shade to change her", mind,jacket,"She is so modest, she pulls down the shade to change her mind.",4,0.4333219528198242,274.0001368522644
KAN_RHnonlit_02,2,20,1,nonjoke,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a",balloon,truck,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a truck.",2,1.583233118057251,282.0159568786621
KAN_RHnonlit_02,2,131,1,joke,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly",weddings, blackjack,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",4,0.41661906242370605,312.01305890083313
KAN_RHnonlit_02,2,149,1,joke,"She asked what state he was born in, and he said in the ",nude,East,"She asked what state he was born in, and he said in the nude.",4,0.6333229541778564,320.0121738910675
KAN_RHnonlit_02,2,130,1,nonjoke,"This house comes with lots of extras, mostly",termites,upgrades,"This house comes with lots of extras, mostly upgrades.",1,0.9499218463897705,328.01136302948
KAN_RHnonlit_02,2,31,1,joke,"He told her he wasn't himself, and she said she'd noticed the",improvement,problem,"He told her he wasn't himself, and she said she'd noticed the improvement.",2,0.8332009315490723,338.0104329586029
KAN_RHnonlit_02,2,68,1,nonjoke,She always told girls not to look for a husband but just to date,bachelors,someone,She always told girls not to look for a husband but just to date someone.,1,0.6499569416046143,356.00862288475037
