subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset,para conditions
KAN_RHnonlit_09,2,32,2,joke,"Though most people think it's Rome, the world's most beloved capital is actually",dollars,Vienna,"Though most people think it's Rome, the world's most beloved capital is actually dollars.",2,1.489980936,6.003050089,3
KAN_RHnonlit_09,2,125,2,nonjoke,I know one couple who got divorced and had to leave the house to the,attorney,daughter,I know one couple who got divorced and had to leave the house to the daughter.,1,1.08812809,14.00504899,2
KAN_RHnonlit_09,2,34,2,joke,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough",room,change,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room.",4,0.569144964,26.00793791,4
KAN_RHnonlit_09,2,82,2,joke,"When it comes to keeping warm, nothing beats a thermal",brunette,parka,"When it comes to keeping warm, nothing beats a thermal brunette.",4,0.452027082,38.01078796,4
KAN_RHnonlit_09,2,3,2,nonjoke,A thoughtful wife has pork chops ready when her husband comes home from,fishing,working,A thoughtful wife has pork chops ready when her husband comes home from working.,1,0.435613871,46.01280999,2
KAN_RHnonlit_09,2,104,2,joke,Politicians who are as American as apple pie still want their,slice,rewards,Politicians who are as American as apple pie still want their slice.,1,0.485491991,56.00678205,2
KAN_RHnonlit_09,2,152,2,joke,"Many things run in families, especially",noses,strength,"Many things run in families, especially noses.",3,0.719888926,68.00964904,4
KAN_RHnonlit_09,2,42,2,joke,The best way to keep the milk from turning sour is to keep it in the,cow,cold,The best way to keep the milk from turning sour is to keep it in the cow.,3,0.501606941,76.01220202,4
KAN_RHnonlit_09,2,55,2,nonjoke,His wife sued for divorce and asked for custody of the,cash,cat,His wife sued for divorce and asked for custody of the cat.,1,0.385065079,84.0135119,2
KAN_RHnonlit_09,2,77,2,nonjoke,He is at the age when all the numbers in his little black book belong to,doctors,friends,He is at the age when all the numbers in his little black book belong to friends.,3,0.71981287,94.00756001,4
KAN_RHnonlit_09,2,60,2,joke,Another thing a small boy is constantly outgrowing is his,allowance,underwear,Another thing a small boy is constantly outgrowing is his allowance.,2,0.619282007,102.0096569,3
KAN_RHnonlit_09,2,41,2,nonjoke,His doctor recommended he stay flat on his back ever since he was hit by a ,steamroller,motorist,His doctor recommended he stay flat on his back ever since he was hit by a motorist.,1,0.652944803,112.0035141,2
