subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset,para conditions
KAN_RHnonlit_11,2,31,2,nonjoke,"He told her he wasn't himself, and she said she'd noticed the",improvement,problem,"He told her he wasn't himself, and she said she'd noticed the problem.",3,0.435284138,6.001469851,4
KAN_RHnonlit_11,2,11,2,nonjoke,"He owns stock in a company that pays quarterly dividends, so every three months they send him a",quarter,statement,"He owns stock in a company that pays quarterly dividends, so every three months they send him a statement.",2,1.807963133,16.01225185,3
KAN_RHnonlit_11,2,144,2,joke,The difference between a dog and fox is about five,beers,degrees,The difference between a dog and fox is about five beers.,1,1.13839817,24.01410484,2
KAN_RHnonlit_11,2,145,2,nonjoke,The only person who sticks closer to you in adversity than a friend is a,creditor,spouse,The only person who sticks closer to you in adversity than a friend is a spouse.,1,1.523337126,34.00820994,2
KAN_RHnonlit_11,2,82,2,joke,"When it comes to keeping warm, nothing beats a thermal",brunette,parka,"When it comes to keeping warm, nothing beats a thermal brunette.",1,0.502126932,44.00226998,2
KAN_RHnonlit_11,2,25,2,nonjoke,The only thing money can't buy is,poverty,generosity,The only thing money can't buy is generosity.,1,0.887347937,54.01296592,2
KAN_RHnonlit_11,2,29,2,nonjoke,My doctor has never violated his oath: the oath he took years ago to become a,millionaire,practitioner,My doctor has never violated his oath: the oath he took years ago to become a practitioner.,2,1.657338142,64.00700688,3
KAN_RHnonlit_11,2,64,2,joke,The best way to stop an elephant from charging is to cut off its,credit,toes,The best way to stop an elephant from charging is to cut off its credit.,2,1.607079983,72.0089829,3
KAN_RHnonlit_11,2,12,2,joke,In some marriages the bride is given away by the ,press,family ,In some marriages the bride is given away by the press.,1,0.686264992,94.00596404,2
KAN_RHnonlit_11,2,89,2,nonjoke,"Some babies are born to rule, while others are",male,weak,"Some babies are born to rule, while others are weak.",1,1.02154088,104.01665,2
KAN_RHnonlit_11,2,135,2,nonjoke,"My mechanic couldn't fix my brakes, so he fixed my",horn,clutch,"My mechanic couldn't fix my brakes, so he fixed my clutch.",2,1.037857771,114.0107601,3
KAN_RHnonlit_11,2,123,2,nonjoke,Too many girls believe that the chief foundation for true love is a large,stone,fortune,Too many girls believe that the chief foundation for true love is a large fortune.,1,0.267779112,122.0126939,2
KAN_RHnonlit_11,2,98,2,joke,"Nature has three ways of thinning the herd: drought, famine, and ",primaries,hunting,"Nature has three ways of thinning the herd: drought, famine, and primaries.",3,0.786365032,142.001183,4
KAN_RHnonlit_11,2,32,2,joke,"Though most people think it's Rome, the world's most beloved capital is actually",dollars,Vienna,"Though most people think it's Rome, the world's most beloved capital is actually dollars.",1,1.724257946,156.012465,2
KAN_RHnonlit_11,2,140,2,joke,You can keep your kids in hot water with ,dishes,rules,You can keep your kids in hot water with dishes.,2,0.585910082,168.015389,3
KAN_RHnonlit_11,2,4,2,joke,I knew a streetwalker who was so exclusive she had an unlisted telephone,booth,line,I knew a streetwalker who was so exclusive she had an unlisted telephone booth.,1,1.037929058,180.0015368,2
KAN_RHnonlit_11,2,8,2,joke,Last Thanksgiving my wife spent all morning in the kitchen stuffing the,kids,bird,Last Thanksgiving my wife spent all morning in the kitchen stuffing the kids.,3,0.953424931,190.0131199,4
KAN_RHnonlit_11,2,125,2,nonjoke,I know one couple who got divorced and had to leave the house to the,attorney,daughter,I know one couple who got divorced and had to leave the house to the daughter.,2,0.485541821,198.014204,3
KAN_RHnonlit_11,2,134,2,joke,My church welcomes all denominations but prefers,twenties,Mormons,My church welcomes all denominations but prefers twenties.,3,1.389454842,206.016216,4
KAN_RHnonlit_11,2,121,2,nonjoke,"Diamonds are produced by great pressure, usually provided by a ",girlfriend,piston,"Diamonds are produced by great pressure, usually provided by a piston.",2,1.205235958,218.0023589,3
KAN_RHnonlit_11,2,73,2,nonjoke,One thing that makes the world go round is,detours,greed,One thing that makes the world go round is greed.,1,1.289029121,232.0140359,2
KAN_RHnonlit_11,2,149,2,nonjoke,"She asked what state he was born in, and he said in the ",nude,East,"She asked what state he was born in, and he said in the East.",2,1.556762934,240.01601,3
KAN_RHnonlit_11,2,146,2,joke,"Love has its benefits, and they are usually called",alimony,memories,"Love has its benefits, and they are usually called alimony.",,,248.001147,1
KAN_RHnonlit_11,2,120,2,joke,Two things are essential for success: wealth and,money,fame,Two things are essential for success: wealth and money.,1,0.518969059,256.0030429,2
KAN_RHnonlit_11,2,137,2,nonjoke,A man who has lost ninety percent of his brain is called a,widower,zombie,A man who has lost ninety percent of his brain is called a zombie.,1,1.28903985,276.007941,2
KAN_RHnonlit_11,2,154,2,joke,"This new computer works so quickly, it comes complete with",ulcers,games,"This new computer works so quickly, it comes complete with ulcers.",,,284.0099249,1
KAN_RHnonlit_11,2,106,2,joke,"Every time I wear my spring coat in the rain, it damages the",springs,fabric,"Every time I wear my spring coat in the rain, it damages the springs.",1,1.858187914,294.0039489,2
KAN_RHnonlit_11,2,59,2,nonjoke,"Women don't dress to please men; if they did, they'd dress a lot",faster,scantier,"Women don't dress to please men; if they did, they'd dress a lot scantier.",1,1.155128002,316.0008318,2
KAN_RHnonlit_11,2,30,2,joke,Nothing you put in a banana split is as potentially fattening as the,spoon,syrup,Nothing you put in a banana split is as potentially fattening as the spoon.,3,0.502239943,328.003752,4
KAN_RHnonlit_11,2,41,2,nonjoke,His doctor recommended he stay flat on his back ever since he was hit by a ,steamroller,motorist,His doctor recommended he stay flat on his back ever since he was hit by a motorist.,1,1.807219028,338.0152209,2
KAN_RHnonlit_11,2,114,2,joke,It's extraordinary what fine poker hand you get when you're playing,bridge,stud,It's extraordinary what fine poker hand you get when you're playing bridge.,1,0.904004812,348.0085731,2
KAN_RHnonlit_11,2,19,2,nonjoke,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my",umbrella,pay,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my pay.",1,1.623862982,360.011492,2
KAN_RHnonlit_11,2,44,2,joke,The only place where you can find people who spend all their time minding their own business is the ,cemetery,bank,The only place where you can find people who spend all their time minding their own business is the cemetery.,3,0.954296827,370.00546,4
KAN_RHnonlit_11,2,78,2,joke,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our,drinks,stove,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our drinks.,2,0.569195032,380.016294,3
KAN_RHnonlit_11,2,14,2,joke,He got a medal for bravery on the beach when he rescued a girl from a ,lifeguard,shipwreck,He got a medal for bravery on the beach when he rescued a girl from a lifeguard.,2,1.355872869,392.002496,3
KAN_RHnonlit_11,2,112,2,joke,The art museum just acquired an early Rembrandt; it's done in ,Crayola,charcoal,The art museum just acquired an early Rembrandt; it's done in Crayola.,3,0.385104179,400.0043418,4
KAN_RHnonlit_11,2,103,2,nonjoke,"I still miss my ex-wife, but I am improving my",aim,ego,"I still miss my ex-wife, but I am improving my ego.",2,1.004396915,408.006295,3
KAN_RHnonlit_11,2,17,2,nonjoke,A committee keeps minutes and takes,hours,votes,A committee keeps minutes and takes votes.,1,0.987635851,424.010148,2
KAN_RHnonlit_11,2,63,2,nonjoke,"It's hard to raise a family nowadays, especially in the ",morning,country,"It's hard to raise a family nowadays, especially in the country.",1,0.351189137,438.0054829,2
KAN_RHnonlit_11,2,26,2,joke,"To clothe one soldier, it takes the wool from two sheep and the hides from three",taxpayers,animals,"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",2,1.054663897,450.008065,3
KAN_RHnonlit_11,2,47,2,nonjoke,"Charged with statutory rape, he told the judge he didn't know she was a ",statue,teenager,"Charged with statutory rape, he told the judge he didn't know she was a teenager.",1,0.351562977,458.0099421,2
KAN_RHnonlit_11,2,96,2,joke,"When the kid came into the store and asked for empty boxes, the owner gave him the",register,crate,"When the kid came into the store and asked for empty boxes, the owner gave him the register.",3,0.719787121,466.0119689,4
KAN_RHnonlit_11,2,107,2,nonjoke,The difference between a good speaker and a bad one is often a nice,nap,diction,The difference between a good speaker and a bad one is often a nice diction.,1,0.401758909,474.0139,2
KAN_RHnonlit_11,2,67,2,nonjoke,The most prevalent form of legalized gambling is,elections,betting,The most prevalent form of legalized gambling is betting.,1,1.305798054,484.0078399,2
KAN_RHnonlit_11,2,34,2,joke,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough",room,change,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room.",2,1.891644955,492.0098729,3
KAN_RHnonlit_11,2,84,2,joke,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and ",lawyers,crack,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and lawyers.",1,0.552742004,504.0127559,2
KAN_RHnonlit_11,2,35,2,nonjoke,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their",nuptials,careers,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers.",1,0.485199928,512.014842,2
KAN_RHnonlit_11,2,147,2,nonjoke,"When we got divorced, my wife and I split the house; she got the",inside,kitchen,"When we got divorced, my wife and I split the house; she got the kitchen.",1,0.703125,522.00862,2
KAN_RHnonlit_11,2,153,2,nonjoke,The husband who catches his wife in the act is probably on the,trapeze,snoop,The husband who catches his wife in the act is probably on the snoop.,1,0.51887393,532.002753,2
KAN_RHnonlit_11,2,143,2,nonjoke,Most of the people running for office are not politicians; they're,commuters,candidates,Most of the people running for office are not politicians; they're candidates.,1,1.03796792,540.004601,2
KAN_RHnonlit_11,2,16,2,joke,Many a man's idea of a vacation is to rest quietly in the shade of a ,blonde,palm,Many a man's idea of a vacation is to rest quietly in the shade of a blonde.,1,0.485507965,550.015384,2
KAN_RHnonlit_11,2,138,2,joke,Modern science is amazing: garbage is now being made into,movies,gasoline,Modern science is amazing: garbage is now being made into movies.,2,1.505989075,560.0101449,3
