subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset,para conditions
KAN_RHnonlit_10,2,145,1,joke,The only person who sticks closer to you in adversity than a friend is a,creditor,spouse,The only person who sticks closer to you in adversity than a friend is a creditor.,4,1.590322971,6.001504183,4
KAN_RHnonlit_10,2,96,1,nonjoke,"When the kid came into the store and asked for empty boxes, the owner gave him the",register,crate,"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",1,1.439725876,14.00343513,2
KAN_RHnonlit_10,2,25,1,joke,The only thing money can't buy is,poverty,generosity,The only thing money can't buy is poverty.,2,0.837031126,26.00627398,3
KAN_RHnonlit_10,2,29,1,joke,My doctor has never violated his oath: the oath he took years ago to become a,millionaire,practitioner,My doctor has never violated his oath: the oath he took years ago to become a millionaire.,,,38.00925112,1
KAN_RHnonlit_10,2,44,1,nonjoke,The only place where you can find people who spend all their time minding their own business is the ,cemetery,bank,The only place where you can find people who spend all their time minding their own business is the bank.,2,1.389439821,46.01112819,3
KAN_RHnonlit_10,2,71,1,joke,Save the whales; start a,collection,coalition,Save the whales; start a collection.,2,1.021157026,56.0052011,3
KAN_RHnonlit_10,2,53,1,joke,"By the time Mary had her fourteenth child, she'd run out of names to call her ",husband,offspring,"By the time Mary had her fourteenth child, she'd run out of names to call her husband.",4,1.13843894,68.00802207,4
KAN_RHnonlit_10,2,17,1,joke,A committee keeps minutes and takes,hours,votes,A committee keeps minutes and takes hours.,2,0.636193037,76.00994802,3
KAN_RHnonlit_10,2,38,1,nonjoke,This fall two things are turning yellow: trees and,investors,bushes,This fall two things are turning yellow: trees and bushes.,1,0.753316879,84.01196313,2
KAN_RHnonlit_10,2,150,1,nonjoke,One way to keep pornography away from teenagers is to put it in a,textbook,cabinet,One way to keep pornography away from teenagers is to put it in a cabinet.,1,1.288964033,94.00597811,2
KAN_RHnonlit_10,2,61,1,joke,"For great vacation, put the kids in the back seat, and take a ",cruise,freeway,"For great vacation, put the kids in the back seat, and take a cruise.",2,1.171784878,102.0079072,3
KAN_RHnonlit_10,2,82,1,nonjoke,"When it comes to keeping warm, nothing beats a thermal",brunette,parka,"When it comes to keeping warm, nothing beats a thermal parka.",1,0.753375053,112.001889,2
KAN_RHnonlit_10,2,8,1,nonjoke,Last Thanksgiving my wife spent all morning in the kitchen stuffing the,kids,bird,Last Thanksgiving my wife spent all morning in the kitchen stuffing the bird.,2,1.272386074,120.003813,3
KAN_RHnonlit_10,2,27,1,joke,"Once a week they hold a bingo game, and all the proceeds go to fight",gambling,disease,"Once a week they hold a bingo game, and all the proceeds go to fight gambling.",3,0.753309011,128.00581,4
KAN_RHnonlit_10,2,70,1,nonjoke,The best gift for the man who has everything is,penicillin,neckties,The best gift for the man who has everything is neckties.,1,1.238725901,136.0077372,2
KAN_RHnonlit_10,2,5,1,joke,She read so much about the bad effects of cigarettes she decided to give up the,reading,habit,She read so much about the bad effects of cigarettes she decided to give up the reading.,3,0.51890111,144.0097151,4
KAN_RHnonlit_10,2,39,1,joke,The best way to remove coffee stains from a white blouse is with,scissors,detergent,The best way to remove coffee stains from a white blouse is with scissors.,2,1.021117926,154.0037451,3
KAN_RHnonlit_10,2,107,1,joke,The difference between a good speaker and a bad one is often a nice,nap,diction,The difference between a good speaker and a bad one is often a nice nap.,3,1.757734776,168.0153842,4
KAN_RHnonlit_10,2,19,1,joke,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my",umbrella,pay,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my umbrella.",,,176.000566,1
KAN_RHnonlit_10,2,90,1,nonjoke,A vacation is the shortest distance between two,paychecks,locations,A vacation is the shortest distance between two locations.,2,2.39400816,184.0025101,3
KAN_RHnonlit_10,2,76,1,nonjoke,"Parents support clubs for teenagers, especially when they lack other forms of",punishment,diversion,"Parents support clubs for teenagers, especially when they lack other forms of diversion.",2,1.9586761,192.004442,3
KAN_RHnonlit_10,2,97,1,joke,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the",dressmaker,mistress,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",3,0.385035038,200.006444,4
KAN_RHnonlit_10,2,64,1,nonjoke,The best way to stop an elephant from charging is to cut off its,credit,toes,The best way to stop an elephant from charging is to cut off its toes.,1,1.27237606,216.010226,2
KAN_RHnonlit_10,2,43,1,joke,"I asked him if he started out as an editor, and he said that years ago he used to be a ",boy,journalist,"I asked him if he started out as an editor, and he said that years ago he used to be a boy.",2,0.653007984,224.0121582,3
KAN_RHnonlit_10,2,112,1,nonjoke,The art museum just acquired an early Rembrandt; it's done in ,Crayola,charcoal,The art museum just acquired an early Rembrandt; it's done in charcoal.,,,234.0063181,1
KAN_RHnonlit_10,2,60,1,nonjoke,Another thing a small boy is constantly outgrowing is his,allowance,underwear,Another thing a small boy is constantly outgrowing is his underwear.,1,0.351554871,254.0110672,2
KAN_RHnonlit_10,2,135,1,joke,"My mechanic couldn't fix my brakes, so he fixed my",horn,clutch,"My mechanic couldn't fix my brakes, so he fixed my horn.",3,0.820170879,264.0051692,4
KAN_RHnonlit_10,2,110,1,nonjoke,It's not hard to meet expenses; they're ,everywhere,affordable,It's not hard to meet expenses; they're affordable.,2,1.322538853,280.0089471,3
KAN_RHnonlit_10,2,149,1,joke,"She asked what state he was born in, and he said in the ",nude,East,"She asked what state he was born in, and he said in the nude.",3,0.468712091,308.015759,4
KAN_RHnonlit_10,2,109,1,joke,Many a freshman helps the college of his choice by becoming a ,dropout,member,Many a freshman helps the college of his choice by becoming a dropout.,2,1.305696011,318.0098162,3
KAN_RHnonlit_10,2,155,1,joke,The show had one act that was really offbeat: the,singer,clowns,The show had one act that was really offbeat: the singer.,2,0.870587111,326.011678,3
KAN_RHnonlit_10,2,22,1,nonjoke,Our son brought home a note from school saying they need a written excuse for his,presence,tardiness,Our son brought home a note from school saying they need a written excuse for his tardiness.,1,1.322591066,338.0145311,2
KAN_RHnonlit_10,2,75,1,joke,"When reviewing your notes for a test, the most important ones will be",illegible,capitalized,"When reviewing your notes for a test, the most important ones will be illegible.",4,0.920711994,348.008703,4
