subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset,para conditions
KAN_RHnonlit_02,3,151,2,nonjoke,One good turn gets most of the,blanket,profit,One good turn gets most of the profit.,2,1.183309078,6.007340908,3
KAN_RHnonlit_02,3,12,2,joke,In some marriages the bride is given away by the ,press,family ,In some marriages the bride is given away by the press.,3,0.399991035,14.00657487,4
KAN_RHnonlit_02,3,75,2,nonjoke,"When reviewing your notes for a test, the most important ones will be",illegible,capitalized,"When reviewing your notes for a test, the most important ones will be capitalized.",1,1.516553164,24.00560188,2
KAN_RHnonlit_02,3,93,2,nonjoke,"He is probably the best boxer in the country, but he always loses in the ",city,competition,"He is probably the best boxer in the country, but he always loses in the competition.",2,0.483373165,32.0047729,3
KAN_RHnonlit_02,3,50,2,joke,The only time my father ever raised a hand to his children was in ,self- defense,discipline,The only time my father ever raised a hand to his children was in self- defense.,2,0.499986172,40.00400686,3
KAN_RHnonlit_02,3,28,2,joke,Her press agent was operated on for an ingrown,beeper,eyelash,Her press agent was operated on for an ingrown beeper.,3,0.366598129,48.00327492,4
KAN_RHnonlit_02,3,95,2,nonjoke,He was teaching his girlfriend how to swim when the lifeguard made them move to the ,lake,shallows,He was teaching his girlfriend how to swim when the lifeguard made them move to the shallows.,1,0.883170128,58.00230289,2
KAN_RHnonlit_02,3,104,2,joke,Politicians who are as American as apple pie still want their,slice,rewards,Politicians who are as American as apple pie still want their slice.,2,0.449994087,68.0012269,3
KAN_RHnonlit_02,3,57,2,nonjoke,"Congress taxes our income, our property, and our",patience,purchases,"Congress taxes our income, our property, and our purchases.",1,1.083235025,78.00027204,2
KAN_RHnonlit_02,3,120,2,joke,Two things are essential for success: wealth and,money,fame,Two things are essential for success: wealth and money.,2,0.449917078,88.01595688,3
KAN_RHnonlit_02,3,103,2,nonjoke,"I still miss my ex-wife, but I am improving my",aim,ego,"I still miss my ex-wife, but I am improving my ego.",1,0.966703176,96.01507187,2
KAN_RHnonlit_02,3,34,2,joke,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough",room,change,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room.",4,0.533214092,106.0141809,4
KAN_RHnonlit_02,3,48,2,joke,"The new tax forms are more realistic: where your wife signs, it says","""accomplice""","""partner""","The new tax forms are more realistic: where your wife signs, it says ""accomplice"".",3,1.533261061,114.0133259,4
KAN_RHnonlit_02,3,35,2,nonjoke,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their",nuptials,careers,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers.",2,1.583137989,128.0119839,3
KAN_RHnonlit_02,3,42,2,joke,The best way to keep the milk from turning sour is to keep it in the,cow,cold,The best way to keep the milk from turning sour is to keep it in the cow.,4,0.783283949,144.0103509,4
KAN_RHnonlit_02,3,9,2,nonjoke,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a ",dress,name,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a name.",2,1.466488123,152.0096469,3
KAN_RHnonlit_02,3,130,2,joke,"This house comes with lots of extras, mostly",termites,upgrades,"This house comes with lots of extras, mostly termites.",2,0.999902964,160.0087969,3
KAN_RHnonlit_02,3,128,2,joke,"Figures don't lie, except on the",beaches,page,"Figures don't lie, except on the beaches.",2,0.316595078,174.007411,3
KAN_RHnonlit_02,3,68,2,joke,She always told girls not to look for a husband but just to date,bachelors,someone,She always told girls not to look for a husband but just to date bachelors.,3,0.566591978,182.0066659,4
KAN_RHnonlit_02,3,123,2,nonjoke,Too many girls believe that the chief foundation for true love is a large,stone,fortune,Too many girls believe that the chief foundation for true love is a large fortune.,1,0.599866867,190.005825,2
KAN_RHnonlit_02,3,33,2,nonjoke,Some people think courtship is the first in a series of steps leading to ,divorce,romance,Some people think courtship is the first in a series of steps leading to romance.,1,1.766517878,200.004843,2
KAN_RHnonlit_02,3,133,2,nonjoke,He likes to make things around the house; this week it's the,maid,shelves,He likes to make things around the house; this week it's the shelves.,1,0.76651907,208.0040479,2
KAN_RHnonlit_02,3,155,2,nonjoke,The show had one act that was really offbeat: the,singer,clowns,The show had one act that was really offbeat: the clowns.,2,1.116518974,220.002897,3
KAN_RHnonlit_02,3,32,2,joke,"Though most people think it's Rome, the world's most beloved capital is actually",dollars,Vienna,"Though most people think it's Rome, the world's most beloved capital is actually dollars.",2,1.566498995,228.0020719,3
KAN_RHnonlit_02,3,86,2,joke,"I asked the florist what I should give to my girlfriend, and he suggested his",address,tulips,"I asked the florist what I should give to my girlfriend, and he suggested his address.",2,1.166506052,240.0009089,3
KAN_RHnonlit_02,3,139,2,nonjoke,They redecorated the bar with new,drunks,wood,They redecorated the bar with new wood.,1,0.666614056,250.0165269,2
KAN_RHnonlit_02,3,126,2,joke,My husband took the money we were saving to buy a new car and blew it all at the,laundry,tables,My husband took the money we were saving to buy a new car and blew it all at the laundry.,2,1.816421986,264.015209,3
KAN_RHnonlit_02,3,112,2,joke,The art museum just acquired an early Rembrandt; it's done in ,Crayola,charcoal,The art museum just acquired an early Rembrandt; it's done in Crayola.,4,0.949948072,274.014189,4
KAN_RHnonlit_02,3,80,2,joke,He says he doesn't like to drink because it makes him feel,happy,sad,He says he doesn't like to drink because it makes him feel happy.,2,0.433408022,282.0133181,3
