subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset,para conditions
KAN_RHnonlit_03,2,141,1,joke,The only crop that is grown in America and harvested abroad is the American,tourist,tobacco,The only crop that is grown in America and harvested abroad is the American tourist.,2,1.049861908,6.010015011,3
KAN_RHnonlit_03,2,1,1,joke,"When I asked how long he should cook the noodles, I said at least ten",inches,seconds,"When I asked how long he should cook the noodles, I said at least ten inches.",3,1.199972153,14.00915384,4
KAN_RHnonlit_03,2,112,1,nonjoke,The art museum just acquired an early Rembrandt; it's done in ,Crayola,charcoal,The art museum just acquired an early Rembrandt; it's done in charcoal.,1,0.716609955,24.00824594,2
KAN_RHnonlit_03,2,57,1,joke,"Congress taxes our income, our property, and our",patience,purchases,"Congress taxes our income, our property, and our patience.",2,0.666512012,32.00744295,3
KAN_RHnonlit_03,2,44,1,nonjoke,The only place where you can find people who spend all their time minding their own business is the ,cemetery,bank,The only place where you can find people who spend all their time minding their own business is the bank.,1,0.599849939,40.00665188,2
KAN_RHnonlit_03,2,87,1,joke,"It's always nicer to give than to receive, especially when its your",opinion,parents,"It's always nicer to give than to receive, especially when its your opinion.",3,0.466581106,48.00582886,4
KAN_RHnonlit_03,2,148,1,nonjoke,The best bargain I ever got was when I went to a family garage sale and bought a ,grandma,toaster,The best bargain I ever got was when I went to a family garage sale and bought a toaster.,2,1.416522026,58.00479984,3
KAN_RHnonlit_03,2,110,1,nonjoke,It's not hard to meet expenses; they're ,everywhere,affordable,It's not hard to meet expenses; they're affordable.,1,1.449875832,68.00389099,2
KAN_RHnonlit_03,2,55,1,joke,His wife sued for divorce and asked for custody of the,cash,cat,His wife sued for divorce and asked for custody of the cash.,4,0.349966049,78.00284696,4
KAN_RHnonlit_03,2,97,1,joke,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the",dressmaker,mistress,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",3,1.083235025,88.00187492,4
KAN_RHnonlit_03,2,142,1,nonjoke,She's happy because she finally has a boyfriend who gets along with her,fianc_,father,She's happy because she finally has a boyfriend who gets along with her father.,2,1.033128023,96.001127,3
KAN_RHnonlit_03,2,11,1,joke,"He owns stock in a company that pays quarterly dividends, so every three months they send him a",quarter,statement,"He owns stock in a company that pays quarterly dividends, so every three months they send him a quarter.",4,0.39989686,106.000118,4
KAN_RHnonlit_03,2,77,1,joke,He is at the age when all the numbers in his little black book belong to,doctors,friends,He is at the age when all the numbers in his little black book belong to doctors.,,,114.0159359,1
KAN_RHnonlit_03,2,89,1,joke,"Some babies are born to rule, while others are",male,weak,"Some babies are born to rule, while others are male.",3,0.46667099,128.014503,4
KAN_RHnonlit_03,2,39,1,joke,The best way to remove coffee stains from a white blouse is with,scissors,detergent,The best way to remove coffee stains from a white blouse is with scissors.,3,0.449936152,144.0130389,4
KAN_RHnonlit_03,2,80,1,nonjoke,He says he doesn't like to drink because it makes him feel,happy,sad,He says he doesn't like to drink because it makes him feel sad.,1,0.633229017,152.0122359,2
KAN_RHnonlit_03,2,30,1,nonjoke,Nothing you put in a banana split is as potentially fattening as the,spoon,syrup,Nothing you put in a banana split is as potentially fattening as the syrup.,1,0.833237171,160.0113719,2
KAN_RHnonlit_03,2,27,1,joke,"Once a week they hold a bingo game, and all the proceeds go to fight",gambling,disease,"Once a week they hold a bingo game, and all the proceeds go to fight gambling.",4,0.483253002,174.0100789,4
KAN_RHnonlit_03,2,4,1,nonjoke,I knew a streetwalker who was so exclusive she had an unlisted telephone,booth,line,I knew a streetwalker who was so exclusive she had an unlisted telephone line.,1,0.716586828,182.009186,2
KAN_RHnonlit_03,2,8,1,nonjoke,Last Thanksgiving my wife spent all morning in the kitchen stuffing the,kids,bird,Last Thanksgiving my wife spent all morning in the kitchen stuffing the bird.,2,0.799883127,190.0084438,3
KAN_RHnonlit_03,2,134,1,nonjoke,My church welcomes all denominations but prefers,twenties,Mormons,My church welcomes all denominations but prefers Mormons.,3,0.400001049,200.0074379,4
KAN_RHnonlit_03,2,25,1,joke,The only thing money can't buy is,poverty,generosity,The only thing money can't buy is poverty.,4,0.416773081,208.0065739,4
KAN_RHnonlit_03,2,70,1,nonjoke,The best gift for the man who has everything is,penicillin,neckties,The best gift for the man who has everything is neckties.,3,0.466696024,220.0054278,4
KAN_RHnonlit_03,2,100,1,nonjoke,"I hope this train stops at Grand Central because if it doesn't, there will be a ",crash,delay,"I hope this train stops at Grand Central because if it doesn't, there will be a delay.",2,1.416489124,228.0046968,3
KAN_RHnonlit_03,2,76,1,nonjoke,"Parents support clubs for teenagers, especially when they lack other forms of",punishment,diversion,"Parents support clubs for teenagers, especially when they lack other forms of diversion.",1,1.249914885,240.003438,2
KAN_RHnonlit_03,2,50,1,nonjoke,The only time my father ever raised a hand to his children was in ,self- defense,discipline,The only time my father ever raised a hand to his children was in discipline.,1,0.849869967,250.002507,2
KAN_RHnonlit_03,2,123,1,joke,Too many girls believe that the chief foundation for true love is a large,stone,fortune,Too many girls believe that the chief foundation for true love is a large stone.,1,1.583181858,264.001097,2
KAN_RHnonlit_03,2,45,1,joke,"She is so modest, she pulls down the shade to change her", mind,jacket,"She is so modest, she pulls down the shade to change her mind.",4,0.433321953,274.0001369,4
KAN_RHnonlit_03,2,20,1,nonjoke,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a",balloon,truck,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a truck.",2,1.583233118,282.0159569,3
KAN_RHnonlit_03,2,131,1,joke,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly",weddings, blackjack,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",4,0.416619062,312.0130589,4
KAN_RHnonlit_03,2,149,1,joke,"She asked what state he was born in, and he said in the ",nude,East,"She asked what state he was born in, and he said in the nude.",4,0.633322954,320.0121739,4
KAN_RHnonlit_03,2,130,1,nonjoke,"This house comes with lots of extras, mostly",termites,upgrades,"This house comes with lots of extras, mostly upgrades.",1,0.949921846,328.011363,2
KAN_RHnonlit_03,2,31,1,joke,"He told her he wasn't himself, and she said she'd noticed the",improvement,problem,"He told her he wasn't himself, and she said she'd noticed the improvement.",2,0.833200932,338.010433,3
KAN_RHnonlit_03,2,68,1,nonjoke,She always told girls not to look for a husband but just to date,bachelors,someone,She always told girls not to look for a husband but just to date someone.,1,0.649956942,356.0086229,2
KAN_RHnonlit_03,2,91,1,joke,"If there's one thing that counts in business, its",bookkeepers,resources,"If there's one thing that counts in business, its bookkeepers.",3,1.233163118,370.0072708,4
KAN_RHnonlit_03,2,151,1,joke,One good turn gets most of the,blanket,profit,One good turn gets most of the blanket.,2,0.550055981,378.0063939,3
KAN_RHnonlit_03,2,138,1,nonjoke,Modern science is amazing: garbage is now being made into,movies,gasoline,Modern science is amazing: garbage is now being made into gasoline.,1,0.499835014,392.0051248,2
KAN_RHnonlit_03,2,64,1,nonjoke,The best way to stop an elephant from charging is to cut off its,credit,toes,The best way to stop an elephant from charging is to cut off its toes.,2,1.283143044,404.0039048,3
KAN_RHnonlit_03,2,101,1,joke,"I got a car for my wife, and I thought it was a good",trade,choice,"I got a car for my wife, and I thought it was a good trade.",3,0.883281946,416.002681,4
KAN_RHnonlit_03,2,95,1,joke,He was teaching his girlfriend how to swim when the lifeguard made them move to the ,lake,shallows,He was teaching his girlfriend how to swim when the lifeguard made them move to the lake.,2,1.366549015,428.0015149,3
KAN_RHnonlit_03,2,17,1,joke,A committee keeps minutes and takes,hours,votes,A committee keeps minutes and takes hours.,3,0.383228064,440.0003769,4
KAN_RHnonlit_03,2,56,1,nonjoke,"When you own an ice cream business, your favorite flavor is",aspirin,everything,"When you own an ice cream business, your favorite flavor is everything.",2,0.749933958,448.016192,3
KAN_RHnonlit_03,2,74,1,nonjoke,He's planning an extended vacation; he hopes to spend three weeks on his,couch,sailboat,He's planning an extended vacation; he hopes to spend three weeks on his sailboat.,1,1.066503048,456.0154099,2
KAN_RHnonlit_03,2,121,1,joke,"Diamonds are produced by great pressure, usually provided by a ",girlfriend,piston,"Diamonds are produced by great pressure, usually provided by a girlfriend.",4,0.416598082,466.0144138,4
KAN_RHnonlit_03,2,103,1,joke,"I still miss my ex-wife, but I am improving my",aim,ego,"I still miss my ex-wife, but I am improving my aim.",4,0.399927139,474.0135949,4
KAN_RHnonlit_03,2,124,1,nonjoke,"I've got Parkinson's disease, and he's got", mine,gout,"I've got Parkinson's disease, and he's got gout.",1,1.116547108,484.0126338,2
KAN_RHnonlit_03,2,136,1,nonjoke,The only fishing through the ice that some men ever do is for the ,olive,trout,The only fishing through the ice that some men ever do is for the trout.,1,0.816522837,514.009671,2
KAN_RHnonlit_03,2,35,1,joke,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their",nuptials,careers,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their nuptials.",,,522.008826,1
KAN_RHnonlit_03,2,120,1,nonjoke,Two things are essential for success: wealth and,money,fame,Two things are essential for success: wealth and fame.,1,0.833201885,532.0078959,2
KAN_RHnonlit_03,2,19,1,joke,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my",umbrella,pay,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my umbrella.",2,1.099867105,540.0070488,3
KAN_RHnonlit_03,2,67,1,joke,The most prevalent form of legalized gambling is,elections,betting,The most prevalent form of legalized gambling is elections.,3,1.149937153,550.0060608,4
KAN_RHnonlit_03,2,23,1,joke,The curse of heavy drinking is that afterwards you get a huge,bar tab,headache,The curse of heavy drinking is that afterwards you get a huge bar tab.,3,0.366673946,568.0042949,4
