Data
ROI#,ROI size,average localizer mask size,inter-subject overlap,Subject#1[1],Subject#1[2],Subject#1[3],Subject#1[4],Subject#2[1],Subject#2[2],Subject#2[3],Subject#2[4],Subject#3[1],Subject#3[2],Subject#3[3],Subject#3[4],Subject#4[1],Subject#4[2],Subject#4[3],Subject#4[4],Subject#5[1],Subject#5[2],Subject#5[3],Subject#5[4],Subject#6[1],Subject#6[2],Subject#6[3],Subject#6[4],Subject#7[1],Subject#7[2],Subject#7[3],Subject#7[4],Subject#8[1],Subject#8[2],Subject#8[3],Subject#8[4],Subject#9[1],Subject#9[2],Subject#9[3],Subject#9[4],Subject#10[1],Subject#10[2],Subject#10[3],Subject#10[4],Subject#11[1],Subject#11[2],Subject#11[3],Subject#11[4],Subject#12[1],Subject#12[2],Subject#12[3],Subject#12[4]
1,2948,294,1.000000,0.919759,0.905292,0.014467,-0.014467,0.920743,0.922601,-0.001858,0.001858,0.670992,0.708770,-0.037778,0.037778,1.967134,2.309788,-0.342654,0.342654,0.910252,0.773966,0.136287,-0.136287,1.142799,1.070602,0.072197,-0.072197,0.907760,1.112094,-0.204334,0.204334,1.556223,1.949267,-0.393044,0.393044,1.114815,1.050392,0.064423,-0.064423,1.354213,1.150256,0.203957,-0.203957,1.531341,1.335739,0.195603,-0.195603,0.804250,1.410955,-0.606705,0.606705
2,1627,162,1.000000,0.643137,0.550531,0.092606,-0.092606,0.422064,0.387743,0.034321,-0.034321,0.941308,0.941083,0.000225,-0.000225,1.082281,1.311862,-0.229581,0.229581,0.224091,0.104251,0.119840,-0.119840,1.180258,1.134931,0.045326,-0.045326,0.029422,0.230995,-0.201573,0.201573,0.790144,1.191187,-0.401043,0.401043,1.041587,1.055716,-0.014128,0.014128,1.413914,1.235357,0.178557,-0.178557,0.800631,0.776548,0.024083,-0.024083,0.451028,1.085247,-0.634219,0.634219
3,644,64,1.000000,0.337845,0.297851,0.039994,-0.039994,0.063180,0.092614,-0.029434,0.029434,-0.218587,-0.026185,-0.192401,0.192401,0.954982,1.042783,-0.087802,0.087802,-0.110482,-0.229708,0.119226,-0.119226,0.799952,0.672919,0.127033,-0.127033,-0.214532,-0.111417,-0.103115,0.103115,0.172305,0.558382,-0.386077,0.386077,0.322030,0.220479,0.101550,-0.101550,-0.136659,-0.080611,-0.056048,0.056048,0.213455,0.123479,0.089976,-0.089976,0.059682,1.001219,-0.941537,0.941537
4,743,74,1.000000,1.742398,1.741802,0.000597,-0.000597,2.702824,2.887990,-0.185166,0.185166,1.348562,1.383877,-0.035314,0.035314,1.667746,2.241774,-0.574028,0.574028,0.500716,0.340647,0.160069,-0.160069,1.076347,0.919073,0.157273,-0.157273,1.951936,2.297146,-0.345210,0.345210,1.853998,2.089904,-0.235906,0.235906,2.371535,2.509930,-0.138394,0.138394,4.893718,4.542640,0.351077,-0.351077,3.164044,2.933465,0.230579,-0.230579,1.074608,1.934580,-0.859972,0.859972
5,462,46,1.000000,2.064230,2.005165,0.059065,-0.059065,0.709817,0.584959,0.124858,-0.124858,0.838888,0.765538,0.073350,-0.073350,0.702575,1.074851,-0.372276,0.372276,0.932326,0.673754,0.258572,-0.258572,1.740118,1.505498,0.234620,-0.234620,1.663998,1.693923,-0.029925,0.029925,1.348039,1.756403,-0.408364,0.408364,1.158803,1.061200,0.097603,-0.097603,2.418789,2.328336,0.090453,-0.090453,1.302225,1.143950,0.158274,-0.158274,1.278478,2.259828,-0.981350,0.981350
6,370,37,1.000000,1.713106,1.717663,-0.004557,0.004557,1.725753,1.705678,0.020075,-0.020075,0.737615,0.737922,-0.000307,0.000307,1.666481,2.398516,-0.732036,0.732036,3.076512,2.230094,0.846418,-0.846418,2.547401,2.437160,0.110241,-0.110241,1.861223,2.142180,-0.280957,0.280957,2.568934,2.795533,-0.226599,0.226599,2.026911,2.159080,-0.132169,0.132169,2.207328,1.931768,0.275561,-0.275561,2.728447,2.539687,0.188760,-0.188760,1.298492,1.776048,-0.477555,0.477555

Weights
ROI#,Subject#1,Subject#2,Subject#3,Subject#4,Subject#5,Subject#6,Subject#7,Subject#8,Subject#9,Subject#10,Subject#11,Subject#12
1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
3,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
6,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000

quality control (localizer mask sizes)
Subject#,Session/Partition#,filename,ROI#1,ROI#2,ROI#3,ROI#4,ROI#5,ROI#6
1,1,/users/evelina9/more_evelina_files/MEGADATA/152_KAN_RHnonlit_01/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,294,162,64,74,46,37
2,1,/users/evelina9/more_evelina_files/MEGADATA/138_KAN_RHnonlit_02/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,294,162,64,74,46,37
3,1,/users/evelina9/more_evelina_files/MEGADATA/136_KAN_RHnonlit_03/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,294,162,64,74,46,37
4,1,/users/evelina9/more_evelina_files/MEGADATA/194_KAN_RHnonlit_04/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,294,162,64,74,46,37
5,1,/users/evelina9/more_evelina_files/MEGADATA/097_KAN_RHnonlit_05/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,294,162,64,74,46,37
6,1,/users/evelina9/more_evelina_files/MEGADATA/135_KAN_RHnonlit_06/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,294,162,64,74,46,37
7,1,/users/evelina9/more_evelina_files/MEGADATA/197_KAN_RHnonlit_07/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,294,162,64,74,46,37
8,1,/users/evelina9/more_evelina_files/MEGADATA/198_KAN_RHnonlit_08/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,294,162,64,74,46,37
9,1,/users/evelina9/more_evelina_files/MEGADATA/018_KAN_RHnonlit_09/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,294,162,64,74,46,37
10,1,/users/evelina9/more_evelina_files/MEGADATA/049_KAN_RHnonlit_10/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,294,162,64,74,46,37
11,1,/users/evelina9/more_evelina_files/MEGADATA/201_KAN_RHnonlit_11/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,294,162,64,74,46,37
12,1,/users/evelina9/more_evelina_files/MEGADATA/175_KAN_RHnonlit_12/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,294,162,64,74,46,37
