subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset
KAN_RHnonlit_02,1,109,1,joke,Many a freshman helps the college of his choice by becoming a ,dropout,member,Many a freshman helps the college of his choice by becoming a dropout.,2,1.9830899238586426,6.007610082626343
KAN_RHnonlit_02,1,113,1,joke,Some people's only culture is,bacteria,radio,Some people's only culture is bacteria.,3,0.9165310859680176,14.006881952285767
KAN_RHnonlit_02,1,12,1,nonjoke,In some marriages the bride is given away by the ,press,family ,In some marriages the bride is given away by the family .,1,0.5165538787841797,26.005665063858032
KAN_RHnonlit_02,1,63,1,joke,"It's hard to raise a family nowadays, especially in the ",morning,country,"It's hard to raise a family nowadays, especially in the morning.",2,1.0665810108184814,38.004477977752686
KAN_RHnonlit_02,1,7,1,joke,A replacement player hit a home run with my,girl,ball,A replacement player hit a home run with my girl.,1,0.6665599346160889,46.00368809700012
KAN_RHnonlit_02,1,115,1,joke,"In the game of golf, nothing counts as much as your",opponent,drives,"In the game of golf, nothing counts as much as your opponent.",2,0.4165780544281006,56.00270199775696
KAN_RHnonlit_02,1,51,1,joke,I went to a place that serves breakfast any time and ordered French toast in the,Renaissance,nighttime,I went to a place that serves breakfast any time and ordered French toast in the Renaissance.,1,1.2498159408569336,68.00149011611938
KAN_RHnonlit_02,1,43,1,joke,"I asked him if he started out as an editor, and he said that years ago he used to be a ",boy,journalist,"I asked him if he started out as an editor, and he said that years ago he used to be a boy.",3,0.8166677951812744,76.00063610076904
KAN_RHnonlit_02,1,37,1,joke,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the",bathtub,admission,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",3,1.9497709274291992,84.01657795906067
KAN_RHnonlit_02,1,49,1,joke,One person who sure makes a long story short is my,editor,aunt,One person who sure makes a long story short is my editor.,2,0.4332599639892578,94.01557803153992
KAN_RHnonlit_02,1,122,1,nonjoke,"If you're filthy rich, sending your kids to college is a wonderful", cleaner,luxury,"If you're filthy rich, sending your kids to college is a wonderful luxury.",2,0.9999070167541504,102.01472806930542
KAN_RHnonlit_02,1,15,1,joke,"When John bought a bulldog, it was no time at all before he had that dog eating out of his",leg,fingers,"When John bought a bulldog, it was no time at all before he had that dog eating out of his leg.",1,1.2999250888824463,112.0137619972229
KAN_RHnonlit_02,1,61,1,joke,"For great vacation, put the kids in the back seat, and take a ",cruise,freeway,"For great vacation, put the kids in the back seat, and take a cruise.",2,0.5666391849517822,120.01296591758728
KAN_RHnonlit_02,1,72,1,nonjoke,The first two hundred story building opened in Chicago; it was a ,library,hotel,The first two hundred story building opened in Chicago; it was a hotel.,,,128.01221895217896
KAN_RHnonlit_02,1,81,1,joke,Another thing that has developed by leaps and bounds is modern,dance,science,Another thing that has developed by leaps and bounds is modern dance.,3,1.149878978729248,136.011461019516
KAN_RHnonlit_02,1,144,1,nonjoke,The difference between a dog and fox is about five,beers,degrees,The difference between a dog and fox is about five degrees.,1,1.699826955795288,144.01058793067932
KAN_RHnonlit_02,1,88,1,nonjoke,The wind was so strong it blew out three,fuses,streetlights,The wind was so strong it blew out three streetlights.,1,1.8831450939178467,154.00958490371704
KAN_RHnonlit_02,1,36,1,nonjoke,A problem drinker is one who never,buys,quits,A problem drinker is one who never quits.,,,168.00829696655273
KAN_RHnonlit_02,1,29,1,joke,My doctor has never violated his oath: the oath he took years ago to become a,millionaire,practitioner,My doctor has never violated his oath: the oath he took years ago to become a millionaire.,4,0.6665849685668945,176.00743508338928
KAN_RHnonlit_02,1,48,1,nonjoke,"The new tax forms are more realistic: where your wife signs, it says","""accomplice""","""partner""","The new tax forms are more realistic: where your wife signs, it says ""partner"".",2,1.0332279205322266,184.00669598579407
KAN_RHnonlit_02,1,133,1,joke,He likes to make things around the house; this week it's the,maid,shelves,He likes to make things around the house; this week it's the maid.,2,1.366590976715088,192.00585508346558
KAN_RHnonlit_02,1,92,1,nonjoke,"When I asked the bartender for something cold and full of rum, he recommended his",wife,daiquiri,"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",1,0.5498738288879395,200.00515007972717
KAN_RHnonlit_02,1,147,1,joke,"When we got divorced, my wife and I split the house; she got the",inside,kitchen,"When we got divorced, my wife and I split the house; she got the inside.",3,0.5332479476928711,216.00356101989746
KAN_RHnonlit_02,1,21,1,joke,"She told him he looked like a million, and she meant every",century,syllable,"She told him he looked like a million, and she meant every century.",4,0.9165799617767334,224.00271105766296
KAN_RHnonlit_02,1,47,1,joke,"Charged with statutory rape, he told the judge he didn't know she was a ",statue,teenager,"Charged with statutory rape, he told the judge he didn't know she was a statue.",2,1.399906873703003,234.00167608261108
KAN_RHnonlit_02,1,84,1,nonjoke,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and ",lawyers,crack,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",2,1.9165189266204834,254.01636695861816
KAN_RHnonlit_02,1,75,1,joke,"When reviewing your notes for a test, the most important ones will be",illegible,capitalized,"When reviewing your notes for a test, the most important ones will be illegible.",2,0.7333190441131592,264.01540899276733
KAN_RHnonlit_02,1,10,1,nonjoke,Nothing in the known universe travels faster than,gossip,radiation,Nothing in the known universe travels faster than radiation.,1,1.0665948390960693,280.01386308670044
KAN_RHnonlit_02,1,150,1,nonjoke,One way to keep pornography away from teenagers is to put it in a,textbook,cabinet,One way to keep pornography away from teenagers is to put it in a cabinet.,2,1.1498050689697266,308.011118888855
KAN_RHnonlit_02,1,125,1,joke,I know one couple who got divorced and had to leave the house to the,attorney,daughter,I know one couple who got divorced and had to leave the house to the attorney.,4,0.49988889694213867,318.01008009910583
KAN_RHnonlit_02,1,135,1,joke,"My mechanic couldn't fix my brakes, so he fixed my",horn,clutch,"My mechanic couldn't fix my brakes, so he fixed my horn.",4,0.3499321937561035,326.0093379020691
KAN_RHnonlit_02,1,2,1,nonjoke,"She went on a fourteen day diet, but she only lost two",weeks,ounces,"She went on a fourteen day diet, but she only lost two ounces.",1,1.5998070240020752,338.0080840587616
KAN_RHnonlit_02,1,28,1,nonjoke,Her press agent was operated on for an ingrown,beeper,eyelash,Her press agent was operated on for an ingrown eyelash.,1,1.1499369144439697,348.00708198547363
KAN_RHnonlit_02,1,119,1,joke,"He told me he's not broke, just badly",bent,off,"He told me he's not broke, just badly bent.",2,0.9999589920043945,356.0062909126282
KAN_RHnonlit_02,1,128,1,nonjoke,"Figures don't lie, except on the",beaches,page,"Figures don't lie, except on the page.",2,1.9997498989105225,366.00537109375
KAN_RHnonlit_02,1,106,1,nonjoke,"Every time I wear my spring coat in the rain, it damages the",springs,fabric,"Every time I wear my spring coat in the rain, it damages the fabric.",2,0.8999829292297363,382.0037269592285
KAN_RHnonlit_02,1,71,1,joke,Save the whales; start a,collection,coalition,Save the whales; start a collection.,4,0.5331928730010986,402.0017991065979
KAN_RHnonlit_02,1,129,1,joke,The perfect companion to a vegetarian dinner is a ,steak,salad,The perfect companion to a vegetarian dinner is a steak.,2,1.1665608882904053,430.01566910743713
KAN_RHnonlit_02,1,85,1,joke,"Frequent naps prevent old age, especially when taken while",driving,relaxed,"Frequent naps prevent old age, especially when taken while driving.",3,0.48317813873291016,438.0149369239807
KAN_RHnonlit_02,1,73,1,joke,One thing that makes the world go round is,detours,greed,One thing that makes the world go round is detours.,3,0.8166790008544922,446.01405906677246
KAN_RHnonlit_02,1,22,1,nonjoke,Our son brought home a note from school saying they need a written excuse for his,presence,tardiness,Our son brought home a note from school saying they need a written excuse for his tardiness.,1,1.3499610424041748,456.01307106018066
KAN_RHnonlit_02,1,26,1,nonjoke,"To clothe one soldier, it takes the wool from two sheep and the hides from three",taxpayers,animals,"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",,,468.01189494132996
KAN_RHnonlit_02,1,102,1,nonjoke,We live in a lovely suburb; it's just two miles beyond our,income,town,We live in a lovely suburb; it's just two miles beyond our town.,1,0.7833340167999268,478.0109050273895
KAN_RHnonlit_02,1,42,1,nonjoke,The best way to keep the milk from turning sour is to keep it in the,cow,cold,The best way to keep the milk from turning sour is to keep it in the cold.,1,1.3499062061309814,492.00950288772583
KAN_RHnonlit_02,1,58,1,nonjoke,The woman who has her husband eating out of her hand must save a lot of,dishwashing,heartbreak,The woman who has her husband eating out of her hand must save a lot of heartbreak.,2,1.4332389831542969,500.0087549686432
KAN_RHnonlit_02,1,96,1,nonjoke,"When the kid came into the store and asked for empty boxes, the owner gave him the",register,crate,"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",1,1.0165510177612305,510.0078299045563
KAN_RHnonlit_02,1,38,1,nonjoke,This fall two things are turning yellow: trees and,investors,bushes,This fall two things are turning yellow: trees and bushes.,1,1.166490077972412,518.0070459842682
KAN_RHnonlit_02,1,3,1,joke,A thoughtful wife has pork chops ready when her husband comes home from,fishing,working,A thoughtful wife has pork chops ready when her husband comes home from fishing.,2,1.0165019035339355,526.0062170028687
KAN_RHnonlit_02,1,46,1,nonjoke,Arguments between couples are healthy; sometimes they even prevent,marriage,breakups,Arguments between couples are healthy; sometimes they even prevent breakups.,1,1.5831298828125,536.0052220821381
KAN_RHnonlit_02,1,107,1,joke,The difference between a good speaker and a bad one is often a nice,nap,diction,The difference between a good speaker and a bad one is often a nice nap.,2,0.7332429885864258,548.0040230751038
KAN_RHnonlit_02,1,139,1,joke,They redecorated the bar with new,drunks,wood,They redecorated the bar with new drunks.,4,0.4000120162963867,556.0031769275665
KAN_RHnonlit_02,1,9,1,joke,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a ",dress,name,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress.",3,0.8665049076080322,566.0022840499878
