subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset
KAN_RHnonlit_02,3,151,2,nonjoke,One good turn gets most of the,blanket,profit,One good turn gets most of the profit.,2,1.1833090782165527,6.007340908050537
KAN_RHnonlit_02,3,12,2,joke,In some marriages the bride is given away by the ,press,family ,In some marriages the bride is given away by the press.,3,0.3999910354614258,14.006574869155884
KAN_RHnonlit_02,3,75,2,nonjoke,"When reviewing your notes for a test, the most important ones will be",illegible,capitalized,"When reviewing your notes for a test, the most important ones will be capitalized.",1,1.5165531635284424,24.00560188293457
KAN_RHnonlit_02,3,93,2,nonjoke,"He is probably the best boxer in the country, but he always loses in the ",city,competition,"He is probably the best boxer in the country, but he always loses in the competition.",2,0.48337316513061523,32.004772901535034
KAN_RHnonlit_02,3,50,2,joke,The only time my father ever raised a hand to his children was in ,self- defense,discipline,The only time my father ever raised a hand to his children was in self- defense.,2,0.4999861717224121,40.00400686264038
KAN_RHnonlit_02,3,28,2,joke,Her press agent was operated on for an ingrown,beeper,eyelash,Her press agent was operated on for an ingrown beeper.,3,0.36659812927246094,48.00327491760254
KAN_RHnonlit_02,3,95,2,nonjoke,He was teaching his girlfriend how to swim when the lifeguard made them move to the ,lake,shallows,He was teaching his girlfriend how to swim when the lifeguard made them move to the shallows.,1,0.8831701278686523,58.00230288505554
KAN_RHnonlit_02,3,104,2,joke,Politicians who are as American as apple pie still want their,slice,rewards,Politicians who are as American as apple pie still want their slice.,2,0.4499940872192383,68.00122690200806
KAN_RHnonlit_02,3,57,2,nonjoke,"Congress taxes our income, our property, and our",patience,purchases,"Congress taxes our income, our property, and our purchases.",1,1.0832350254058838,78.00027203559875
KAN_RHnonlit_02,3,120,2,joke,Two things are essential for success: wealth and,money,fame,Two things are essential for success: wealth and money.,2,0.4499170780181885,88.01595687866211
KAN_RHnonlit_02,3,103,2,nonjoke,"I still miss my ex-wife, but I am improving my",aim,ego,"I still miss my ex-wife, but I am improving my ego.",1,0.9667031764984131,96.01507186889648
KAN_RHnonlit_02,3,34,2,joke,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough",room,change,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough room.",4,0.5332140922546387,106.01418089866638
KAN_RHnonlit_02,3,48,2,joke,"The new tax forms are more realistic: where your wife signs, it says","""accomplice""","""partner""","The new tax forms are more realistic: where your wife signs, it says ""accomplice"".",3,1.5332610607147217,114.01332592964172
KAN_RHnonlit_02,3,35,2,nonjoke,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their",nuptials,careers,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers.",2,1.5831379890441895,128.01198387145996
KAN_RHnonlit_02,3,42,2,joke,The best way to keep the milk from turning sour is to keep it in the,cow,cold,The best way to keep the milk from turning sour is to keep it in the cow.,4,0.7832839488983154,144.0103509426117
KAN_RHnonlit_02,3,9,2,nonjoke,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a ",dress,name,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a name.",2,1.4664881229400635,152.0096468925476
KAN_RHnonlit_02,3,130,2,joke,"This house comes with lots of extras, mostly",termites,upgrades,"This house comes with lots of extras, mostly termites.",2,0.9999029636383057,160.0087969303131
KAN_RHnonlit_02,3,128,2,joke,"Figures don't lie, except on the",beaches,page,"Figures don't lie, except on the beaches.",2,0.31659507751464844,174.0074110031128
KAN_RHnonlit_02,3,68,2,joke,She always told girls not to look for a husband but just to date,bachelors,someone,She always told girls not to look for a husband but just to date bachelors.,3,0.5665919780731201,182.0066659450531
KAN_RHnonlit_02,3,123,2,nonjoke,Too many girls believe that the chief foundation for true love is a large,stone,fortune,Too many girls believe that the chief foundation for true love is a large fortune.,1,0.5998668670654297,190.0058250427246
KAN_RHnonlit_02,3,33,2,nonjoke,Some people think courtship is the first in a series of steps leading to ,divorce,romance,Some people think courtship is the first in a series of steps leading to romance.,1,1.7665178775787354,200.0048429965973
KAN_RHnonlit_02,3,133,2,nonjoke,He likes to make things around the house; this week it's the,maid,shelves,He likes to make things around the house; this week it's the shelves.,1,0.7665190696716309,208.004047870636
KAN_RHnonlit_02,3,155,2,nonjoke,The show had one act that was really offbeat: the,singer,clowns,The show had one act that was really offbeat: the clowns.,2,1.1165189743041992,220.00289702415466
KAN_RHnonlit_02,3,32,2,joke,"Though most people think it's Rome, the world's most beloved capital is actually",dollars,Vienna,"Though most people think it's Rome, the world's most beloved capital is actually dollars.",2,1.5664989948272705,228.0020718574524
KAN_RHnonlit_02,3,86,2,joke,"I asked the florist what I should give to my girlfriend, and he suggested his",address,tulips,"I asked the florist what I should give to my girlfriend, and he suggested his address.",2,1.166506052017212,240.00090885162354
KAN_RHnonlit_02,3,139,2,nonjoke,They redecorated the bar with new,drunks,wood,They redecorated the bar with new wood.,1,0.6666140556335449,250.01652693748474
KAN_RHnonlit_02,3,126,2,joke,My husband took the money we were saving to buy a new car and blew it all at the,laundry,tables,My husband took the money we were saving to buy a new car and blew it all at the laundry.,2,1.8164219856262207,264.01520895957947
KAN_RHnonlit_02,3,112,2,joke,The art museum just acquired an early Rembrandt; it's done in ,Crayola,charcoal,The art museum just acquired an early Rembrandt; it's done in Crayola.,4,0.9499480724334717,274.01418900489807
KAN_RHnonlit_02,3,80,2,joke,He says he doesn't like to drink because it makes him feel,happy,sad,He says he doesn't like to drink because it makes him feel happy.,2,0.4334080219268799,282.0133180618286
KAN_RHnonlit_02,3,8,2,joke,Last Thanksgiving my wife spent all morning in the kitchen stuffing the,kids,bird,Last Thanksgiving my wife spent all morning in the kitchen stuffing the kids.,3,0.46663999557495117,312.010351896286
KAN_RHnonlit_02,3,70,2,joke,The best gift for the man who has everything is,penicillin,neckties,The best gift for the man who has everything is penicillin.,4,0.38338589668273926,320.0095829963684
KAN_RHnonlit_02,3,7,2,nonjoke,A replacement player hit a home run with my,girl,ball,A replacement player hit a home run with my ball.,1,0.33330583572387695,328.0088310241699
KAN_RHnonlit_02,3,137,2,nonjoke,A man who has lost ninety percent of his brain is called a,widower,zombie,A man who has lost ninety percent of his brain is called a zombie.,1,1.3165559768676758,338.0077979564667
KAN_RHnonlit_02,3,146,2,joke,"Love has its benefits, and they are usually called",alimony,memories,"Love has its benefits, and they are usually called alimony.",2,0.8332700729370117,356.0060019493103
KAN_RHnonlit_02,3,60,2,joke,Another thing a small boy is constantly outgrowing is his,allowance,underwear,Another thing a small boy is constantly outgrowing is his allowance.,2,0.766571044921875,370.00462198257446
KAN_RHnonlit_02,3,138,2,joke,Modern science is amazing: garbage is now being made into,movies,gasoline,Modern science is amazing: garbage is now being made into movies.,4,0.5665619373321533,378.00389099121094
KAN_RHnonlit_02,3,10,2,joke,Nothing in the known universe travels faster than,gossip,radiation,Nothing in the known universe travels faster than gossip.,2,0.34998011589050293,392.00249195098877
KAN_RHnonlit_02,3,154,2,joke,"This new computer works so quickly, it comes complete with",ulcers,games,"This new computer works so quickly, it comes complete with ulcers.",2,1.4331607818603516,404.0013210773468
KAN_RHnonlit_02,3,92,2,joke,"When I asked the bartender for something cold and full of rum, he recommended his",wife,daiquiri,"When I asked the bartender for something cold and full of rum, he recommended his wife.",3,0.6333270072937012,416.00006794929504
KAN_RHnonlit_02,3,51,2,nonjoke,I went to a place that serves breakfast any time and ordered French toast in the,Renaissance,nighttime,I went to a place that serves breakfast any time and ordered French toast in the nighttime.,,,428.01556491851807
KAN_RHnonlit_02,3,31,2,nonjoke,"He told her he wasn't himself, and she said she'd noticed the",improvement,problem,"He told her he wasn't himself, and she said she'd noticed the problem.",1,1.4332458972930908,440.0143780708313
KAN_RHnonlit_02,3,122,2,joke,"If you're filthy rich, sending your kids to college is a wonderful", cleaner,luxury,"If you're filthy rich, sending your kids to college is a wonderful cleaner.",2,0.4166409969329834,448.0135600566864
